EventID,case:concept:name,concept:name,time:timestamp,lifecycle:transition,ground_truth_activity
913,Case_264,A,2023-01-04 10:20:00+00:00,complete,A_start
914,Case_547,E2,2023-01-04 10:21:00+00:00,complete,E2
915,Case_347,E2,2023-01-04 10:31:00+00:00,complete,E2
916,Case_341,A,2023-01-04 10:31:00+00:00,complete,A_end
917,Case_404,C,2023-01-04 10:39:00+00:00,complete,C
918,Case_404,D,2023-01-04 10:41:00+00:00,complete,D
919,Case_858,A,2023-01-04 10:44:00+00:00,complete,A_middle
920,Case_897,B2,2023-01-04 10:44:00+00:00,complete,B2
921,Case_547,A,2023-01-04 10:45:00+00:00,complete,A_end
922,Case_404,B1,2023-01-04 10:46:00+00:00,complete,B1
923,Case_264,C,2023-01-04 10:47:00+00:00,complete,C
924,Case_264,B1,2023-01-04 10:50:00+00:00,complete,B1
925,Case_347,A,2023-01-04 10:50:00+00:00,complete,A_end
926,Case_264,D,2023-01-04 10:52:00+00:00,complete,D
927,Case_712,A,2023-01-04 11:00:00+00:00,complete,A_start
928,Case_404,B2,2023-01-04 11:03:00+00:00,complete,B2
929,Case_858,F,2023-01-04 11:05:00+00:00,complete,F
930,Case_264,B2,2023-01-04 11:18:00+00:00,complete,B2
931,Case_712,C,2023-01-04 11:19:00+00:00,complete,C
932,Case_712,D,2023-01-04 11:21:00+00:00,complete,D
933,Case_712,B1,2023-01-04 11:26:00+00:00,complete,B1
934,Case_897,A,2023-01-04 11:34:00+00:00,complete,A_middle
935,Case_712,B2,2023-01-04 11:48:00+00:00,complete,B2
936,Case_404,A,2023-01-04 11:51:00+00:00,complete,A_middle
937,Case_897,F,2023-01-04 12:00:00+00:00,complete,F
938,Case_264,A,2023-01-04 12:10:00+00:00,complete,A_middle
939,Case_404,E1,2023-01-04 12:15:00+00:00,complete,E1
940,Case_858,A,2023-01-04 12:15:00+00:00,complete,A_end
941,Case_264,E1,2023-01-04 12:21:00+00:00,complete,E1
942,Case_712,A,2023-01-04 12:30:00+00:00,complete,A_middle
943,Case_596,A,2023-01-04 12:37:00+00:00,complete,A_start
944,Case_404,E2,2023-01-04 12:46:00+00:00,complete,E2
945,Case_596,C,2023-01-04 12:55:00+00:00,complete,C
946,Case_712,E1,2023-01-04 12:56:00+00:00,complete,E1
947,Case_264,E2,2023-01-04 12:57:00+00:00,complete,E2
948,Case_596,B1,2023-01-04 12:58:00+00:00,complete,B1
949,Case_596,D,2023-01-04 13:00:00+00:00,complete,D
950,Case_897,A,2023-01-04 13:01:00+00:00,complete,A_end
951,Case_404,A,2023-01-04 13:05:00+00:00,complete,A_end
952,Case_264,A,2023-01-04 13:16:00+00:00,complete,A_end
953,Case_596,B2,2023-01-04 13:33:00+00:00,complete,B2
954,Case_712,E2,2023-01-04 13:43:00+00:00,complete,E2
955,Case_712,A,2023-01-04 14:00:00+00:00,complete,A_end
956,Case_179,A,2023-01-04 14:01:00+00:00,complete,A_start
957,Case_51,A,2023-01-04 14:04:00+00:00,complete,A_start
958,Case_596,A,2023-01-04 14:12:00+00:00,complete,A_middle
959,Case_51,C,2023-01-04 14:15:00+00:00,complete,C
960,Case_179,C,2023-01-04 14:16:00+00:00,complete,C
961,Case_51,D,2023-01-04 14:16:00+00:00,complete,D
962,Case_51,B1,2023-01-04 14:17:00+00:00,complete,B1
963,Case_179,B1,2023-01-04 14:19:00+00:00,complete,B1
964,Case_179,D,2023-01-04 14:21:00+00:00,complete,D
965,Case_596,E1,2023-01-04 14:41:00+00:00,complete,E1
966,Case_179,B2,2023-01-04 14:55:00+00:00,complete,B2
967,Case_51,B2,2023-01-04 15:02:00+00:00,complete,B2
968,Case_63,A,2023-01-04 15:09:00+00:00,complete,A_start
969,Case_596,E2,2023-01-04 15:17:00+00:00,complete,E2
970,Case_309,A,2023-01-04 15:30:00+00:00,complete,A_start
971,Case_63,C,2023-01-04 15:32:00+00:00,complete,C
972,Case_63,D,2023-01-04 15:33:00+00:00,complete,D
973,Case_63,B1,2023-01-04 15:39:00+00:00,complete,B1
974,Case_941,A,2023-01-04 15:51:00+00:00,complete,A_start
975,Case_309,C,2023-01-04 15:52:00+00:00,complete,C
976,Case_596,A,2023-01-04 15:52:00+00:00,complete,A_end
977,Case_179,A,2023-01-04 15:54:00+00:00,complete,A_middle
978,Case_309,D,2023-01-04 15:56:00+00:00,complete,D
979,Case_51,A,2023-01-04 15:58:00+00:00,complete,A_middle
980,Case_309,B1,2023-01-04 15:59:00+00:00,complete,B1
981,Case_603,A,2023-01-04 16:00:00+00:00,complete,A_start
982,Case_941,C,2023-01-04 16:07:00+00:00,complete,C
983,Case_63,B2,2023-01-04 16:11:00+00:00,complete,B2
984,Case_941,B1,2023-01-04 16:11:00+00:00,complete,B1
985,Case_941,D,2023-01-04 16:12:00+00:00,complete,D
986,Case_309,B2,2023-01-04 16:15:00+00:00,complete,B2
987,Case_51,E1,2023-01-04 16:16:00+00:00,complete,E1
988,Case_603,C,2023-01-04 16:21:00+00:00,complete,C
989,Case_179,F,2023-01-04 16:23:00+00:00,complete,F
990,Case_603,B1,2023-01-04 16:25:00+00:00,complete,B1
991,Case_603,D,2023-01-04 16:26:00+00:00,complete,D
992,Case_892,A,2023-01-04 16:40:00+00:00,complete,A_start
993,Case_309,A,2023-01-04 16:45:00+00:00,complete,A_middle
994,Case_603,B2,2023-01-04 16:47:00+00:00,complete,B2
995,Case_63,A,2023-01-04 16:49:00+00:00,complete,A_middle
996,Case_941,B2,2023-01-04 16:53:00+00:00,complete,B2
997,Case_892,C,2023-01-04 16:54:00+00:00,complete,C
998,Case_892,D,2023-01-04 16:55:00+00:00,complete,D
999,Case_892,B1,2023-01-04 16:59:00+00:00,complete,B1
1000,Case_51,E2,2023-01-04 17:00:00+00:00,complete,E2
1001,Case_309,F,2023-01-04 17:09:00+00:00,complete,F
1002,Case_63,E1,2023-01-04 17:19:00+00:00,complete,E1
1003,Case_672,A,2023-01-04 17:27:00+00:00,complete,A_start
1004,Case_323,A,2023-01-04 17:32:00+00:00,complete,A_start
1005,Case_51,A,2023-01-04 17:33:00+00:00,complete,A_end
1006,Case_941,A,2023-01-04 17:33:00+00:00,complete,A_middle
1007,Case_179,A,2023-01-04 17:34:00+00:00,complete,A_end
1008,Case_603,A,2023-01-04 17:36:00+00:00,complete,A_middle
1009,Case_892,B2,2023-01-04 17:41:00+00:00,complete,B2
1010,Case_672,C,2023-01-04 17:47:00+00:00,complete,C
1011,Case_603,F,2023-01-04 17:49:00+00:00,complete,F
1012,Case_323,C,2023-01-04 17:51:00+00:00,complete,C
1013,Case_672,B1,2023-01-04 17:51:00+00:00,complete,B1
1014,Case_323,D,2023-01-04 17:52:00+00:00,complete,D
1015,Case_672,D,2023-01-04 17:52:00+00:00,complete,D
1016,Case_941,E1,2023-01-04 17:54:00+00:00,complete,E1
1017,Case_63,E2,2023-01-04 17:54:00+00:00,complete,E2
1018,Case_323,B1,2023-01-04 17:56:00+00:00,complete,B1
1019,Case_672,B2,2023-01-04 18:12:00+00:00,complete,B2
1020,Case_309,A,2023-01-04 18:13:00+00:00,complete,A_end
1021,Case_63,A,2023-01-04 18:16:00+00:00,complete,A_end
1022,Case_941,E2,2023-01-04 18:18:00+00:00,complete,E2
1023,Case_323,B2,2023-01-04 18:27:00+00:00,complete,B2
1024,Case_603,A,2023-01-04 18:39:00+00:00,complete,A_end
1025,Case_892,A,2023-01-04 18:40:00+00:00,complete,A_middle
1026,Case_941,A,2023-01-04 18:57:00+00:00,complete,A_end
1027,Case_892,F,2023-01-04 19:03:00+00:00,complete,F
1028,Case_672,A,2023-01-04 19:16:00+00:00,complete,A_middle
1029,Case_323,A,2023-01-04 19:16:00+00:00,complete,A_middle
1030,Case_323,F,2023-01-04 19:33:00+00:00,complete,F
1031,Case_672,E1,2023-01-04 19:41:00+00:00,complete,E1
1032,Case_654,A,2023-01-04 19:41:00+00:00,complete,A_start
1033,Case_892,A,2023-01-04 19:48:00+00:00,complete,A_end
1034,Case_654,C,2023-01-04 19:52:00+00:00,complete,C
1035,Case_654,D,2023-01-04 19:55:00+00:00,complete,D
1036,Case_654,B1,2023-01-04 19:58:00+00:00,complete,B1
1037,Case_672,E2,2023-01-04 20:15:00+00:00,complete,E2
1038,Case_323,A,2023-01-04 20:30:00+00:00,complete,A_end
1039,Case_530,A,2023-01-04 20:37:00+00:00,complete,A_start
1040,Case_654,B2,2023-01-04 20:41:00+00:00,complete,B2
1041,Case_672,A,2023-01-04 20:45:00+00:00,complete,A_end
1042,Case_530,C,2023-01-04 21:00:00+00:00,complete,C
1043,Case_866,A,2023-01-04 21:02:00+00:00,complete,A_start
1044,Case_530,D,2023-01-04 21:03:00+00:00,complete,D
1045,Case_530,B1,2023-01-04 21:04:00+00:00,complete,B1
1046,Case_866,C,2023-01-04 21:30:00+00:00,complete,C
1047,Case_778,A,2023-01-04 21:30:00+00:00,complete,A_start
1048,Case_654,A,2023-01-04 21:31:00+00:00,complete,A_middle
1049,Case_866,D,2023-01-04 21:32:00+00:00,complete,D
1050,Case_180,A,2023-01-04 21:33:00+00:00,complete,A_start
1051,Case_866,B1,2023-01-04 21:36:00+00:00,complete,B1
1052,Case_530,B2,2023-01-04 21:43:00+00:00,complete,B2
1053,Case_778,C,2023-01-04 21:48:00+00:00,complete,C
1054,Case_654,E1,2023-01-04 21:50:00+00:00,complete,E1
1055,Case_778,D,2023-01-04 21:53:00+00:00,complete,D
1056,Case_778,B1,2023-01-04 21:54:00+00:00,complete,B1
1057,Case_866,B2,2023-01-04 22:00:00+00:00,complete,B2
1058,Case_180,C,2023-01-04 22:00:00+00:00,complete,C
1059,Case_180,D,2023-01-04 22:03:00+00:00,complete,D
1060,Case_180,B1,2023-01-04 22:03:00+00:00,complete,B1
1061,Case_778,B2,2023-01-04 22:12:00+00:00,complete,B2
1062,Case_180,B2,2023-01-04 22:24:00+00:00,complete,B2
1063,Case_530,A,2023-01-04 22:28:00+00:00,complete,A_middle
1064,Case_866,A,2023-01-04 22:35:00+00:00,complete,A_middle
1065,Case_654,E2,2023-01-04 22:37:00+00:00,complete,E2
1066,Case_753,A,2023-01-04 22:39:00+00:00,complete,A_start
1067,Case_530,F,2023-01-04 22:49:00+00:00,complete,F
1068,Case_753,C,2023-01-04 22:50:00+00:00,complete,C
1069,Case_753,D,2023-01-04 22:52:00+00:00,complete,D
1070,Case_753,B1,2023-01-04 22:54:00+00:00,complete,B1
1071,Case_654,A,2023-01-04 22:55:00+00:00,complete,A_end
1072,Case_10,A,2023-01-04 22:57:00+00:00,complete,A_start
1073,Case_866,E1,2023-01-04 22:57:00+00:00,complete,E1
1074,Case_778,A,2023-01-04 23:10:00+00:00,complete,A_middle
1075,Case_778,F,2023-01-04 23:23:00+00:00,complete,F
1076,Case_10,C,2023-01-04 23:23:00+00:00,complete,C
1077,Case_10,D,2023-01-04 23:26:00+00:00,complete,D
1078,Case_10,B1,2023-01-04 23:27:00+00:00,complete,B1
1079,Case_530,A,2023-01-04 23:27:00+00:00,complete,A_end
1080,Case_180,A,2023-01-04 23:30:00+00:00,complete,A_middle
1081,Case_753,B2,2023-01-04 23:34:00+00:00,complete,B2
1082,Case_866,E2,2023-01-04 23:41:00+00:00,complete,E2
1083,Case_10,B2,2023-01-04 23:47:00+00:00,complete,B2
1084,Case_180,F,2023-01-04 23:56:00+00:00,complete,F
1085,Case_984,A,2023-01-05 00:11:00+00:00,complete,A_start
1086,Case_866,A,2023-01-05 00:13:00+00:00,complete,A_end
1087,Case_778,A,2023-01-05 00:19:00+00:00,complete,A_end
1088,Case_753,A,2023-01-05 00:24:00+00:00,complete,A_middle
1089,Case_984,C,2023-01-05 00:31:00+00:00,complete,C
1090,Case_10,A,2023-01-05 00:32:00+00:00,complete,A_middle
1091,Case_180,A,2023-01-05 00:33:00+00:00,complete,A_end
1092,Case_984,B1,2023-01-05 00:36:00+00:00,complete,B1
1093,Case_984,D,2023-01-05 00:36:00+00:00,complete,D
1094,Case_753,F,2023-01-05 00:50:00+00:00,complete,F
1095,Case_10,E1,2023-01-05 01:01:00+00:00,complete,E1
1096,Case_984,B2,2023-01-05 01:13:00+00:00,complete,B2
1097,Case_10,E2,2023-01-05 01:30:00+00:00,complete,E2
1098,Case_753,A,2023-01-05 02:03:00+00:00,complete,A_end
1099,Case_10,A,2023-01-05 02:03:00+00:00,complete,A_end
1100,Case_984,A,2023-01-05 02:09:00+00:00,complete,A_middle
1101,Case_984,F,2023-01-05 02:28:00+00:00,complete,F
1102,Case_984,A,2023-01-05 03:04:00+00:00,complete,A_end
1103,Case_123,A,2023-01-05 03:17:00+00:00,complete,A_start
1104,Case_123,C,2023-01-05 03:38:00+00:00,complete,C
1105,Case_123,D,2023-01-05 03:39:00+00:00,complete,D
1106,Case_968,A,2023-01-05 03:39:00+00:00,complete,A_start
1107,Case_123,B1,2023-01-05 03:44:00+00:00,complete,B1
1108,Case_949,A,2023-01-05 03:45:00+00:00,complete,A_start
1109,Case_968,C,2023-01-05 04:07:00+00:00,complete,C
1110,Case_949,C,2023-01-05 04:07:00+00:00,complete,C
1111,Case_123,B2,2023-01-05 04:08:00+00:00,complete,B2
1112,Case_968,D,2023-01-05 04:09:00+00:00,complete,D
1113,Case_968,B1,2023-01-05 04:09:00+00:00,complete,B1
1114,Case_949,D,2023-01-05 04:09:00+00:00,complete,D
1115,Case_949,B1,2023-01-05 04:13:00+00:00,complete,B1
1116,Case_968,B2,2023-01-05 04:42:00+00:00,complete,B2
1117,Case_387,A,2023-01-05 04:48:00+00:00,complete,A_start
1118,Case_949,B2,2023-01-05 04:58:00+00:00,complete,B2
1119,Case_123,A,2023-01-05 05:08:00+00:00,complete,A_middle
1120,Case_387,C,2023-01-05 05:11:00+00:00,complete,C
1121,Case_387,B1,2023-01-05 05:14:00+00:00,complete,B1
1122,Case_387,D,2023-01-05 05:15:00+00:00,complete,D
1123,Case_39,A,2023-01-05 05:18:00+00:00,complete,A_start
1124,Case_123,E1,2023-01-05 05:18:00+00:00,complete,E1
1125,Case_949,A,2023-01-05 05:25:00+00:00,complete,A_middle
1126,Case_39,C,2023-01-05 05:29:00+00:00,complete,C
1127,Case_39,D,2023-01-05 05:31:00+00:00,complete,D
1128,Case_968,A,2023-01-05 05:32:00+00:00,complete,A_middle
1129,Case_39,B1,2023-01-05 05:32:00+00:00,complete,B1
1130,Case_789,A,2023-01-05 05:38:00+00:00,complete,A_start
1131,Case_949,F,2023-01-05 05:41:00+00:00,complete,F
1132,Case_387,B2,2023-01-05 05:42:00+00:00,complete,B2
1133,Case_123,E2,2023-01-05 05:46:00+00:00,complete,E2
1134,Case_968,E1,2023-01-05 05:47:00+00:00,complete,E1
1135,Case_272,A,2023-01-05 05:52:00+00:00,complete,A_start
1136,Case_536,A,2023-01-05 06:00:00+00:00,complete,A_start
1137,Case_789,C,2023-01-05 06:02:00+00:00,complete,C
1138,Case_39,B2,2023-01-05 06:04:00+00:00,complete,B2
1139,Case_789,D,2023-01-05 06:07:00+00:00,complete,D
1140,Case_789,B1,2023-01-05 06:08:00+00:00,complete,B1
1141,Case_272,C,2023-01-05 06:10:00+00:00,complete,C
1142,Case_272,D,2023-01-05 06:13:00+00:00,complete,D
1143,Case_272,B1,2023-01-05 06:14:00+00:00,complete,B1
1144,Case_15,A,2023-01-05 06:20:00+00:00,complete,A_start
1145,Case_123,A,2023-01-05 06:21:00+00:00,complete,A_end
1146,Case_536,C,2023-01-05 06:25:00+00:00,complete,C
1147,Case_536,D,2023-01-05 06:30:00+00:00,complete,D
1148,Case_968,E2,2023-01-05 06:30:00+00:00,complete,E2
1149,Case_536,B1,2023-01-05 06:32:00+00:00,complete,B1
1150,Case_789,B2,2023-01-05 06:34:00+00:00,complete,B2
1151,Case_387,A,2023-01-05 06:34:00+00:00,complete,A_middle
1152,Case_949,A,2023-01-05 06:36:00+00:00,complete,A_end
1153,Case_15,C,2023-01-05 06:42:00+00:00,complete,C
1154,Case_39,A,2023-01-05 06:44:00+00:00,complete,A_middle
1155,Case_15,D,2023-01-05 06:45:00+00:00,complete,D
1156,Case_15,B1,2023-01-05 06:45:00+00:00,complete,B1
1157,Case_272,B2,2023-01-05 06:53:00+00:00,complete,B2
1158,Case_536,B2,2023-01-05 06:55:00+00:00,complete,B2
1159,Case_237,A,2023-01-05 07:01:00+00:00,complete,A_start
1160,Case_387,E1,2023-01-05 07:03:00+00:00,complete,E1
1161,Case_968,A,2023-01-05 07:04:00+00:00,complete,A_end
1162,Case_15,B2,2023-01-05 07:09:00+00:00,complete,B2
1163,Case_39,E1,2023-01-05 07:09:00+00:00,complete,E1
1164,Case_237,C,2023-01-05 07:25:00+00:00,complete,C
1165,Case_237,D,2023-01-05 07:28:00+00:00,complete,D
1166,Case_789,A,2023-01-05 07:30:00+00:00,complete,A_middle
1167,Case_237,B1,2023-01-05 07:30:00+00:00,complete,B1
1168,Case_272,A,2023-01-05 07:31:00+00:00,complete,A_middle
1169,Case_39,E2,2023-01-05 07:39:00+00:00,complete,E2
1170,Case_536,A,2023-01-05 07:45:00+00:00,complete,A_middle
1171,Case_272,E1,2023-01-05 07:47:00+00:00,complete,E1
1172,Case_387,E2,2023-01-05 07:50:00+00:00,complete,E2
1173,Case_237,B2,2023-01-05 07:51:00+00:00,complete,B2
1174,Case_536,E1,2023-01-05 07:58:00+00:00,complete,E1
1175,Case_39,A,2023-01-05 07:59:00+00:00,complete,A_end
1176,Case_789,F,2023-01-05 07:59:00+00:00,complete,F
1177,Case_15,A,2023-01-05 08:04:00+00:00,complete,A_middle
1178,Case_272,E2,2023-01-05 08:22:00+00:00,complete,E2
1179,Case_15,E1,2023-01-05 08:23:00+00:00,complete,E1
1180,Case_387,A,2023-01-05 08:28:00+00:00,complete,A_end
1181,Case_536,E2,2023-01-05 08:35:00+00:00,complete,E2
1182,Case_237,A,2023-01-05 08:40:00+00:00,complete,A_middle
1183,Case_15,E2,2023-01-05 08:45:00+00:00,complete,E2
1184,Case_272,A,2023-01-05 08:47:00+00:00,complete,A_end
1185,Case_789,A,2023-01-05 08:49:00+00:00,complete,A_end
1186,Case_536,A,2023-01-05 09:02:00+00:00,complete,A_end
1187,Case_237,F,2023-01-05 09:07:00+00:00,complete,F
1188,Case_15,A,2023-01-05 09:11:00+00:00,complete,A_end
1189,Case_41,A,2023-01-05 09:38:00+00:00,complete,A_start
1190,Case_238,A,2023-01-05 09:52:00+00:00,complete,A_start
1191,Case_41,C,2023-01-05 09:56:00+00:00,complete,C
1192,Case_41,D,2023-01-05 09:57:00+00:00,complete,D
1193,Case_41,B1,2023-01-05 10:03:00+00:00,complete,B1
1194,Case_238,C,2023-01-05 10:09:00+00:00,complete,C
1195,Case_238,D,2023-01-05 10:11:00+00:00,complete,D
1196,Case_238,B1,2023-01-05 10:11:00+00:00,complete,B1
1197,Case_237,A,2023-01-05 10:17:00+00:00,complete,A_end
1198,Case_41,B2,2023-01-05 10:36:00+00:00,complete,B2
1199,Case_238,B2,2023-01-05 10:39:00+00:00,complete,B2
1200,Case_267,A,2023-01-05 10:56:00+00:00,complete,A_start
1201,Case_267,C,2023-01-05 11:06:00+00:00,complete,C
1202,Case_267,D,2023-01-05 11:08:00+00:00,complete,D
1203,Case_41,A,2023-01-05 11:11:00+00:00,complete,A_middle
1204,Case_267,B1,2023-01-05 11:13:00+00:00,complete,B1
1205,Case_238,A,2023-01-05 11:20:00+00:00,complete,A_middle
1206,Case_41,F,2023-01-05 11:28:00+00:00,complete,F
1207,Case_248,A,2023-01-05 11:29:00+00:00,complete,A_start
1208,Case_238,F,2023-01-05 11:45:00+00:00,complete,F
1209,Case_248,C,2023-01-05 11:49:00+00:00,complete,C
1210,Case_248,D,2023-01-05 11:50:00+00:00,complete,D
1211,Case_248,B1,2023-01-05 11:51:00+00:00,complete,B1
1212,Case_267,B2,2023-01-05 11:57:00+00:00,complete,B2
1213,Case_887,A,2023-01-05 12:23:00+00:00,complete,A_start
1214,Case_248,B2,2023-01-05 12:26:00+00:00,complete,B2
1215,Case_238,A,2023-01-05 12:28:00+00:00,complete,A_end
1216,Case_41,A,2023-01-05 12:36:00+00:00,complete,A_end
1217,Case_887,C,2023-01-05 12:38:00+00:00,complete,C
1218,Case_887,D,2023-01-05 12:40:00+00:00,complete,D
1219,Case_887,B1,2023-01-05 12:43:00+00:00,complete,B1
1220,Case_267,A,2023-01-05 12:47:00+00:00,complete,A_middle
1221,Case_346,A,2023-01-05 13:12:00+00:00,complete,A_start
1222,Case_267,E1,2023-01-05 13:12:00+00:00,complete,E1
1223,Case_248,A,2023-01-05 13:22:00+00:00,complete,A_middle
1224,Case_346,C,2023-01-05 13:23:00+00:00,complete,C
1225,Case_887,B2,2023-01-05 13:23:00+00:00,complete,B2
1226,Case_346,D,2023-01-05 13:26:00+00:00,complete,D
1227,Case_346,B1,2023-01-05 13:29:00+00:00,complete,B1
1228,Case_248,E1,2023-01-05 13:39:00+00:00,complete,E1
1229,Case_346,B2,2023-01-05 13:47:00+00:00,complete,B2
1230,Case_824,A,2023-01-05 13:48:00+00:00,complete,A_start
1231,Case_267,E2,2023-01-05 13:56:00+00:00,complete,E2
1232,Case_887,A,2023-01-05 14:14:00+00:00,complete,A_middle
1233,Case_824,C,2023-01-05 14:15:00+00:00,complete,C
1234,Case_824,D,2023-01-05 14:19:00+00:00,complete,D
1235,Case_65,A,2023-01-05 14:19:00+00:00,complete,A_start
1236,Case_267,A,2023-01-05 14:20:00+00:00,complete,A_end
1237,Case_824,B1,2023-01-05 14:21:00+00:00,complete,B1
1238,Case_248,E2,2023-01-05 14:22:00+00:00,complete,E2
1239,Case_346,A,2023-01-05 14:28:00+00:00,complete,A_middle
1240,Case_887,E1,2023-01-05 14:29:00+00:00,complete,E1
1241,Case_248,A,2023-01-05 14:38:00+00:00,complete,A_end
1242,Case_65,C,2023-01-05 14:43:00+00:00,complete,C
1243,Case_65,D,2023-01-05 14:46:00+00:00,complete,D
1244,Case_65,B1,2023-01-05 14:46:00+00:00,complete,B1
1245,Case_346,F,2023-01-05 14:47:00+00:00,complete,F
1246,Case_824,B2,2023-01-05 14:50:00+00:00,complete,B2
1247,Case_65,B2,2023-01-05 15:01:00+00:00,complete,B2
1248,Case_716,A,2023-01-05 15:18:00+00:00,complete,A_start
1249,Case_887,E2,2023-01-05 15:19:00+00:00,complete,E2
1250,Case_824,A,2023-01-05 15:27:00+00:00,complete,A_middle
1251,Case_716,C,2023-01-05 15:33:00+00:00,complete,C
1252,Case_716,D,2023-01-05 15:37:00+00:00,complete,D
1253,Case_38,A,2023-01-05 15:38:00+00:00,complete,A_start
1254,Case_716,B1,2023-01-05 15:39:00+00:00,complete,B1
1255,Case_887,A,2023-01-05 15:43:00+00:00,complete,A_end
1256,Case_824,E1,2023-01-05 15:43:00+00:00,complete,E1
1257,Case_65,A,2023-01-05 15:56:00+00:00,complete,A_middle
1258,Case_8,A,2023-01-05 15:57:00+00:00,complete,A_start
1259,Case_38,C,2023-01-05 16:03:00+00:00,complete,C
1260,Case_346,A,2023-01-05 16:03:00+00:00,complete,A_end
1261,Case_842,A,2023-01-05 16:03:00+00:00,complete,A_start
1262,Case_716,B2,2023-01-05 16:04:00+00:00,complete,B2
1263,Case_38,D,2023-01-05 16:05:00+00:00,complete,D
1264,Case_38,B1,2023-01-05 16:07:00+00:00,complete,B1
1265,Case_824,E2,2023-01-05 16:13:00+00:00,complete,E2
1266,Case_65,E1,2023-01-05 16:15:00+00:00,complete,E1
1267,Case_8,C,2023-01-05 16:16:00+00:00,complete,C
1268,Case_421,A,2023-01-05 16:16:00+00:00,complete,A_start
1269,Case_8,B1,2023-01-05 16:20:00+00:00,complete,B1
1270,Case_8,D,2023-01-05 16:21:00+00:00,complete,D
1271,Case_842,C,2023-01-05 16:27:00+00:00,complete,C
1272,Case_842,D,2023-01-05 16:29:00+00:00,complete,D
1273,Case_824,A,2023-01-05 16:33:00+00:00,complete,A_end
1274,Case_38,B2,2023-01-05 16:34:00+00:00,complete,B2
1275,Case_842,B1,2023-01-05 16:34:00+00:00,complete,B1
1276,Case_421,C,2023-01-05 16:37:00+00:00,complete,C
1277,Case_421,D,2023-01-05 16:39:00+00:00,complete,D
1278,Case_421,B1,2023-01-05 16:40:00+00:00,complete,B1
1279,Case_716,A,2023-01-05 16:42:00+00:00,complete,A_middle
1280,Case_8,B2,2023-01-05 16:55:00+00:00,complete,B2
1281,Case_65,E2,2023-01-05 16:59:00+00:00,complete,E2
1282,Case_716,E1,2023-01-05 17:04:00+00:00,complete,E1
1283,Case_842,B2,2023-01-05 17:05:00+00:00,complete,B2
1284,Case_368,A,2023-01-05 17:08:00+00:00,complete,A_start
1285,Case_38,A,2023-01-05 17:09:00+00:00,complete,A_middle
1286,Case_421,B2,2023-01-05 17:10:00+00:00,complete,B2
1287,Case_65,A,2023-01-05 17:20:00+00:00,complete,A_end
1288,Case_716,E2,2023-01-05 17:29:00+00:00,complete,E2
1289,Case_368,C,2023-01-05 17:31:00+00:00,complete,C
1290,Case_38,E1,2023-01-05 17:33:00+00:00,complete,E1
1291,Case_368,D,2023-01-05 17:36:00+00:00,complete,D
1292,Case_368,B1,2023-01-05 17:37:00+00:00,complete,B1
1293,Case_8,A,2023-01-05 17:38:00+00:00,complete,A_middle
1294,Case_842,A,2023-01-05 17:44:00+00:00,complete,A_middle
1295,Case_421,A,2023-01-05 17:46:00+00:00,complete,A_middle
1296,Case_716,A,2023-01-05 17:48:00+00:00,complete,A_end
1297,Case_8,F,2023-01-05 17:55:00+00:00,complete,F
1298,Case_842,E1,2023-01-05 17:57:00+00:00,complete,E1
1299,Case_421,E1,2023-01-05 18:10:00+00:00,complete,E1
1300,Case_974,A,2023-01-05 18:15:00+00:00,complete,A_start
1301,Case_368,B2,2023-01-05 18:17:00+00:00,complete,B2
1302,Case_38,E2,2023-01-05 18:23:00+00:00,complete,E2
1303,Case_974,C,2023-01-05 18:27:00+00:00,complete,C
1304,Case_974,D,2023-01-05 18:31:00+00:00,complete,D
1305,Case_974,B1,2023-01-05 18:34:00+00:00,complete,B1
1306,Case_8,A,2023-01-05 18:37:00+00:00,complete,A_end
1307,Case_842,E2,2023-01-05 18:47:00+00:00,complete,E2
1308,Case_38,A,2023-01-05 18:48:00+00:00,complete,A_end
1309,Case_421,E2,2023-01-05 18:49:00+00:00,complete,E2
1310,Case_368,A,2023-01-05 18:50:00+00:00,complete,A_middle
1311,Case_974,B2,2023-01-05 19:00:00+00:00,complete,B2
1312,Case_368,E1,2023-01-05 19:07:00+00:00,complete,E1
1313,Case_842,A,2023-01-05 19:11:00+00:00,complete,A_end
1314,Case_421,A,2023-01-05 19:15:00+00:00,complete,A_end
1315,Case_733,A,2023-01-05 19:16:00+00:00,complete,A_start
1316,Case_974,A,2023-01-05 19:30:00+00:00,complete,A_middle
1317,Case_733,C,2023-01-05 19:42:00+00:00,complete,C
1318,Case_733,B1,2023-01-05 19:45:00+00:00,complete,B1
1319,Case_368,E2,2023-01-05 19:46:00+00:00,complete,E2
1320,Case_733,D,2023-01-05 19:47:00+00:00,complete,D
1321,Case_974,F,2023-01-05 19:58:00+00:00,complete,F
1322,Case_733,B2,2023-01-05 20:05:00+00:00,complete,B2
1323,Case_155,A,2023-01-05 20:13:00+00:00,complete,A_start
1324,Case_560,A,2023-01-05 20:25:00+00:00,complete,A_start
1325,Case_368,A,2023-01-05 20:26:00+00:00,complete,A_end
1326,Case_155,C,2023-01-05 20:29:00+00:00,complete,C
1327,Case_155,B1,2023-01-05 20:31:00+00:00,complete,B1
1328,Case_155,D,2023-01-05 20:34:00+00:00,complete,D
1329,Case_733,A,2023-01-05 20:46:00+00:00,complete,A_middle
1330,Case_560,C,2023-01-05 20:51:00+00:00,complete,C
