EventID,Timestamp,OrgLabel,org:resource,concept:name,lifecycle:transition,case:concept:name
1359,1359,G,artificial,G,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1360,1360,F,artificial,F,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1361,1361,M,artificial,M,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1362,1362,N,artificial,N,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1363,1363,O,artificial,O,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1364,1364,H,artificial,H,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1365,1365,I,artificial,I,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1366,1366,G,artificial,G,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1367,1367,F,artificial,F,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1368,1368,E,artificial,D_Dupli,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1369,1369,H,artificial,H,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1370,1370,C,artificial,D_Dupli,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1371,1371,D,artificial,D_Dupli,complete,"206 [B, A, D, C, E, F, G, I, H, O, N, M, F, G, I, H, O, M, N, F, G, I, H, J, K, F, G, I, H]"
1372,1372,G,artificial,G,complete,"207 [A, B, D, E, C, F, G, H, I]"
1373,1373,H,artificial,H,complete,"207 [A, B, D, E, C, F, G, H, I]"
1374,1374,A,artificial,A,complete,"207 [A, B, D, E, C, F, G, H, I]"
1375,1375,B,artificial,D_Dupli,complete,"207 [A, B, D, E, C, F, G, H, I]"
1376,1376,C,artificial,D_Dupli,complete,"207 [A, B, D, E, C, F, G, H, I]"
1377,1377,E,artificial,D_Dupli,complete,"207 [A, B, D, E, C, F, G, H, I]"
1378,1378,I,artificial,I,complete,"207 [A, B, D, E, C, F, G, H, I]"
1379,1379,F,artificial,F,complete,"207 [A, B, D, E, C, F, G, H, I]"
1380,1380,D,artificial,D_Dupli,complete,"207 [A, B, D, E, C, F, G, H, I]"
1381,1381,B,artificial,D_Dupli,complete,"208 [B, A, E, C, D, F, G, H, I]"
1382,1382,A,artificial,A,complete,"208 [B, A, E, C, D, F, G, H, I]"
1383,1383,E,artificial,D_Dupli,complete,"208 [B, A, E, C, D, F, G, H, I]"
1384,1384,C,artificial,D_Dupli,complete,"208 [B, A, E, C, D, F, G, H, I]"
1385,1385,D,artificial,D_Dupli,complete,"208 [B, A, E, C, D, F, G, H, I]"
1386,1386,F,artificial,F,complete,"208 [B, A, E, C, D, F, G, H, I]"
1387,1387,G,artificial,G,complete,"208 [B, A, E, C, D, F, G, H, I]"
1388,1388,H,artificial,H,complete,"208 [B, A, E, C, D, F, G, H, I]"
1389,1389,I,artificial,I,complete,"208 [B, A, E, C, D, F, G, H, I]"
1390,1390,I,artificial,I,complete,"209 [A, B, C, D, E, F, G, H, I]"
1391,1391,H,artificial,H,complete,"209 [A, B, C, D, E, F, G, H, I]"
1392,1392,G,artificial,G,complete,"209 [A, B, C, D, E, F, G, H, I]"
1393,1393,D,artificial,D_Dupli,complete,"209 [A, B, C, D, E, F, G, H, I]"
1394,1394,E,artificial,D_Dupli,complete,"209 [A, B, C, D, E, F, G, H, I]"
1395,1395,C,artificial,D_Dupli,complete,"209 [A, B, C, D, E, F, G, H, I]"
1396,1396,B,artificial,D_Dupli,complete,"209 [A, B, C, D, E, F, G, H, I]"
1397,1397,F,artificial,F,complete,"209 [A, B, C, D, E, F, G, H, I]"
1398,1398,A,artificial,A,complete,"209 [A, B, C, D, E, F, G, H, I]"
1399,1399,A,artificial,A,complete,"21 [A, B, E, D, C, F, G, I, H]"
1400,1400,B,artificial,D_Dupli,complete,"21 [A, B, E, D, C, F, G, I, H]"
1401,1401,E,artificial,D_Dupli,complete,"21 [A, B, E, D, C, F, G, I, H]"
1402,1402,D,artificial,D_Dupli,complete,"21 [A, B, E, D, C, F, G, I, H]"
1403,1403,C,artificial,D_Dupli,complete,"21 [A, B, E, D, C, F, G, I, H]"
1404,1404,F,artificial,F,complete,"21 [A, B, E, D, C, F, G, I, H]"
1405,1405,G,artificial,G,complete,"21 [A, B, E, D, C, F, G, I, H]"
1406,1406,H,artificial,H,complete,"21 [A, B, E, D, C, F, G, I, H]"
1407,1407,I,artificial,I,complete,"21 [A, B, E, D, C, F, G, I, H]"
1408,1408,I,artificial,I,complete,"210 [B, A, E, C, D, F, G, H, I]"
1409,1409,B,artificial,D_Dupli,complete,"210 [B, A, E, C, D, F, G, H, I]"
1410,1410,A,artificial,A,complete,"210 [B, A, E, C, D, F, G, H, I]"
1411,1411,E,artificial,D_Dupli,complete,"210 [B, A, E, C, D, F, G, H, I]"
1412,1412,C,artificial,D_Dupli,complete,"210 [B, A, E, C, D, F, G, H, I]"
1413,1413,D,artificial,D_Dupli,complete,"210 [B, A, E, C, D, F, G, H, I]"
1414,1414,F,artificial,F,complete,"210 [B, A, E, C, D, F, G, H, I]"
1415,1415,G,artificial,G,complete,"210 [B, A, E, C, D, F, G, H, I]"
1416,1416,H,artificial,H,complete,"210 [B, A, E, C, D, F, G, H, I]"
1417,1417,I,artificial,I,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1418,1418,K,artificial,K,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1419,1419,H,artificial,H,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1420,1420,I,artificial,I,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1421,1421,G,artificial,G,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1422,1422,K,artificial,K,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1423,1423,J,artificial,J,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1424,1424,L,artificial,L,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1425,1425,J,artificial,J,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1426,1426,H,artificial,H,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1427,1427,G,artificial,G,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1428,1428,F,artificial,F,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1429,1429,F,artificial,F,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1430,1430,J,artificial,J,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1431,1431,H,artificial,H,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1432,1432,I,artificial,I,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1433,1433,G,artificial,G,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1434,1434,F,artificial,F,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1435,1435,E,artificial,D_Dupli,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1436,1436,D,artificial,D_Dupli,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1437,1437,C,artificial,D_Dupli,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1438,1438,A,artificial,A,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1439,1439,B,artificial,D_Dupli,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1440,1440,K,artificial,K,complete,"211 [B, A, C, D, E, F, G, I, H, J, K, F, G, H, I, J, K, L, J, K, F, G, I, H]"
1441,1441,H,artificial,H,complete,"212 [B, A, E, C, D, F, G, I, H]"
1442,1442,I,artificial,I,complete,"212 [B, A, E, C, D, F, G, I, H]"
1443,1443,G,artificial,G,complete,"212 [B, A, E, C, D, F, G, I, H]"
1444,1444,F,artificial,F,complete,"212 [B, A, E, C, D, F, G, I, H]"
1445,1445,E,artificial,D_Dupli,complete,"212 [B, A, E, C, D, F, G, I, H]"
1446,1446,C,artificial,D_Dupli,complete,"212 [B, A, E, C, D, F, G, I, H]"
1447,1447,A,artificial,A,complete,"212 [B, A, E, C, D, F, G, I, H]"
1448,1448,B,artificial,D_Dupli,complete,"212 [B, A, E, C, D, F, G, I, H]"
1449,1449,D,artificial,D_Dupli,complete,"212 [B, A, E, C, D, F, G, I, H]"
1450,1450,G,artificial,G,complete,"213 [A, B, E, C, D, F, G, H, I]"
1451,1451,A,artificial,A,complete,"213 [A, B, E, C, D, F, G, H, I]"
1452,1452,B,artificial,D_Dupli,complete,"213 [A, B, E, C, D, F, G, H, I]"
1453,1453,E,artificial,D_Dupli,complete,"213 [A, B, E, C, D, F, G, H, I]"
1454,1454,C,artificial,D_Dupli,complete,"213 [A, B, E, C, D, F, G, H, I]"
1455,1455,D,artificial,D_Dupli,complete,"213 [A, B, E, C, D, F, G, H, I]"
1456,1456,F,artificial,F,complete,"213 [A, B, E, C, D, F, G, H, I]"
1457,1457,H,artificial,H,complete,"213 [A, B, E, C, D, F, G, H, I]"
1458,1458,I,artificial,I,complete,"213 [A, B, E, C, D, F, G, H, I]"
1459,1459,B,artificial,D_Dupli,complete,"214 [B, A, E, C, D, F, G, H, I]"
1460,1460,A,artificial,A,complete,"214 [B, A, E, C, D, F, G, H, I]"
1461,1461,E,artificial,D_Dupli,complete,"214 [B, A, E, C, D, F, G, H, I]"
1462,1462,I,artificial,I,complete,"214 [B, A, E, C, D, F, G, H, I]"
1463,1463,H,artificial,H,complete,"214 [B, A, E, C, D, F, G, H, I]"
1464,1464,G,artificial,G,complete,"214 [B, A, E, C, D, F, G, H, I]"
1465,1465,F,artificial,F,complete,"214 [B, A, E, C, D, F, G, H, I]"
1466,1466,D,artificial,D_Dupli,complete,"214 [B, A, E, C, D, F, G, H, I]"
1467,1467,C,artificial,D_Dupli,complete,"214 [B, A, E, C, D, F, G, H, I]"
1468,1468,F,artificial,F,complete,"215 [B, A, C, D, E, F, G, I, H]"
1469,1469,G,artificial,G,complete,"215 [B, A, C, D, E, F, G, I, H]"
1470,1470,I,artificial,I,complete,"215 [B, A, C, D, E, F, G, I, H]"
1471,1471,H,artificial,H,complete,"215 [B, A, C, D, E, F, G, I, H]"
1472,1472,A,artificial,A,complete,"215 [B, A, C, D, E, F, G, I, H]"
1473,1473,C,artificial,D_Dupli,complete,"215 [B, A, C, D, E, F, G, I, H]"
1474,1474,D,artificial,D_Dupli,complete,"215 [B, A, C, D, E, F, G, I, H]"
1475,1475,E,artificial,D_Dupli,complete,"215 [B, A, C, D, E, F, G, I, H]"
1476,1476,B,artificial,D_Dupli,complete,"215 [B, A, C, D, E, F, G, I, H]"
1477,1477,I,artificial,I,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1478,1478,O,artificial,O,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1479,1479,N,artificial,N,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1480,1480,M,artificial,M,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1481,1481,F,artificial,F,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1482,1482,G,artificial,G,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1483,1483,I,artificial,I,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1484,1484,J,artificial,J,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1485,1485,K,artificial,K,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1486,1486,F,artificial,F,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1487,1487,G,artificial,G,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1488,1488,I,artificial,I,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1489,1489,H,artificial,H,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1490,1490,H,artificial,H,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1491,1491,H,artificial,H,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1492,1492,G,artificial,G,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1493,1493,F,artificial,F,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1494,1494,K,artificial,K,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1495,1495,B,artificial,D_Dupli,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1496,1496,A,artificial,A,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1497,1497,E,artificial,D_Dupli,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1498,1498,D,artificial,D_Dupli,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1499,1499,C,artificial,D_Dupli,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1500,1500,F,artificial,F,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1501,1501,G,artificial,G,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1502,1502,H,artificial,H,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1503,1503,I,artificial,I,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1504,1504,F,artificial,F,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1505,1505,J,artificial,J,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1506,1506,K,artificial,K,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1507,1507,G,artificial,G,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1508,1508,I,artificial,I,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1509,1509,H,artificial,H,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1510,1510,J,artificial,J,complete,"216 [B, A, E, D, C, F, G, H, I, J, K, F, G, I, H, J, K, F, G, H, I, O, N, M, F, G, H, I, J, K, F, G, I, H]"
1511,1511,F,artificial,F,complete,"217 [B, A, D, E, C, F, G, I, H]"
1512,1512,G,artificial,G,complete,"217 [B, A, D, E, C, F, G, I, H]"
1513,1513,I,artificial,I,complete,"217 [B, A, D, E, C, F, G, I, H]"
1514,1514,H,artificial,H,complete,"217 [B, A, D, E, C, F, G, I, H]"
1515,1515,C,artificial,D_Dupli,complete,"217 [B, A, D, E, C, F, G, I, H]"
1516,1516,D,artificial,D_Dupli,complete,"217 [B, A, D, E, C, F, G, I, H]"
1517,1517,E,artificial,D_Dupli,complete,"217 [B, A, D, E, C, F, G, I, H]"
1518,1518,B,artificial,D_Dupli,complete,"217 [B, A, D, E, C, F, G, I, H]"
1519,1519,A,artificial,A,complete,"217 [B, A, D, E, C, F, G, I, H]"
1520,1520,I,artificial,I,complete,"218 [B, A, E, C, D, F, G, H, I]"
1521,1521,B,artificial,D_Dupli,complete,"218 [B, A, E, C, D, F, G, H, I]"
1522,1522,A,artificial,A,complete,"218 [B, A, E, C, D, F, G, H, I]"
1523,1523,E,artificial,D_Dupli,complete,"218 [B, A, E, C, D, F, G, H, I]"
1524,1524,C,artificial,D_Dupli,complete,"218 [B, A, E, C, D, F, G, H, I]"
1525,1525,D,artificial,D_Dupli,complete,"218 [B, A, E, C, D, F, G, H, I]"
1526,1526,F,artificial,F,complete,"218 [B, A, E, C, D, F, G, H, I]"
1527,1527,G,artificial,G,complete,"218 [B, A, E, C, D, F, G, H, I]"
1528,1528,H,artificial,H,complete,"218 [B, A, E, C, D, F, G, H, I]"
1529,1529,H,artificial,H,complete,"219 [A, B, D, E, C, F, G, I, H]"
1530,1530,I,artificial,I,complete,"219 [A, B, D, E, C, F, G, I, H]"
1531,1531,G,artificial,G,complete,"219 [A, B, D, E, C, F, G, I, H]"
1532,1532,F,artificial,F,complete,"219 [A, B, D, E, C, F, G, I, H]"
1533,1533,C,artificial,D_Dupli,complete,"219 [A, B, D, E, C, F, G, I, H]"
1534,1534,E,artificial,D_Dupli,complete,"219 [A, B, D, E, C, F, G, I, H]"
1535,1535,A,artificial,A,complete,"219 [A, B, D, E, C, F, G, I, H]"
1536,1536,B,artificial,D_Dupli,complete,"219 [A, B, D, E, C, F, G, I, H]"
1537,1537,D,artificial,D_Dupli,complete,"219 [A, B, D, E, C, F, G, I, H]"
1538,1538,D,artificial,D_Dupli,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1539,1539,K,artificial,K,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1540,1540,B,artificial,D_Dupli,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1541,1541,A,artificial,A,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1542,1542,E,artificial,D_Dupli,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1543,1543,I,artificial,I,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1544,1544,H,artificial,H,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1545,1545,J,artificial,J,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1546,1546,C,artificial,D_Dupli,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1547,1547,F,artificial,F,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1548,1548,F,artificial,F,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1549,1549,G,artificial,G,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1550,1550,H,artificial,H,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1551,1551,I,artificial,I,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1552,1552,G,artificial,G,complete,"22 [B, A, E, C, D, F, G, I, H, J, K, F, G, H, I]"
1553,1553,E,artificial,D_Dupli,complete,"220 [B, A, C, D, E, F, G, H, I]"
1554,1554,B,artificial,D_Dupli,complete,"220 [B, A, C, D, E, F, G, H, I]"
1555,1555,A,artificial,A,complete,"220 [B, A, C, D, E, F, G, H, I]"
1556,1556,C,artificial,D_Dupli,complete,"220 [B, A, C, D, E, F, G, H, I]"
1557,1557,D,artificial,D_Dupli,complete,"220 [B, A, C, D, E, F, G, H, I]"
1558,1558,F,artificial,F,complete,"220 [B, A, C, D, E, F, G, H, I]"
1559,1559,G,artificial,G,complete,"220 [B, A, C, D, E, F, G, H, I]"
1560,1560,H,artificial,H,complete,"220 [B, A, C, D, E, F, G, H, I]"
1561,1561,I,artificial,I,complete,"220 [B, A, C, D, E, F, G, H, I]"
1562,1562,F,artificial,F,complete,"221 [A, B, C, E, D, F, G, H, I]"
1563,1563,H,artificial,H,complete,"221 [A, B, C, E, D, F, G, H, I]"
1564,1564,A,artificial,A,complete,"221 [A, B, C, E, D, F, G, H, I]"
1565,1565,B,artificial,D_Dupli,complete,"221 [A, B, C, E, D, F, G, H, I]"
1566,1566,C,artificial,D_Dupli,complete,"221 [A, B, C, E, D, F, G, H, I]"
1567,1567,E,artificial,D_Dupli,complete,"221 [A, B, C, E, D, F, G, H, I]"
1568,1568,G,artificial,G,complete,"221 [A, B, C, E, D, F, G, H, I]"
1569,1569,I,artificial,I,complete,"221 [A, B, C, E, D, F, G, H, I]"
1570,1570,D,artificial,D_Dupli,complete,"221 [A, B, C, E, D, F, G, H, I]"
1571,1571,B,artificial,D_Dupli,complete,"222 [B, A, D, C, E, F, G, I, H]"
1572,1572,I,artificial,I,complete,"222 [B, A, D, C, E, F, G, I, H]"
1573,1573,F,artificial,F,complete,"222 [B, A, D, C, E, F, G, I, H]"
1574,1574,E,artificial,D_Dupli,complete,"222 [B, A, D, C, E, F, G, I, H]"
1575,1575,D,artificial,D_Dupli,complete,"222 [B, A, D, C, E, F, G, I, H]"
1576,1576,A,artificial,A,complete,"222 [B, A, D, C, E, F, G, I, H]"
1577,1577,H,artificial,H,complete,"222 [B, A, D, C, E, F, G, I, H]"
1578,1578,C,artificial,D_Dupli,complete,"222 [B, A, D, C, E, F, G, I, H]"
1579,1579,G,artificial,G,complete,"222 [B, A, D, C, E, F, G, I, H]"
1580,1580,B,artificial,D_Dupli,complete,"223 [B, A, C, E, D, F, G, H, I]"
1581,1581,I,artificial,I,complete,"223 [B, A, C, E, D, F, G, H, I]"
1582,1582,H,artificial,H,complete,"223 [B, A, C, E, D, F, G, H, I]"
1583,1583,G,artificial,G,complete,"223 [B, A, C, E, D, F, G, H, I]"
1584,1584,A,artificial,A,complete,"223 [B, A, C, E, D, F, G, H, I]"
1585,1585,D,artificial,D_Dupli,complete,"223 [B, A, C, E, D, F, G, H, I]"
1586,1586,E,artificial,D_Dupli,complete,"223 [B, A, C, E, D, F, G, H, I]"
1587,1587,C,artificial,D_Dupli,complete,"223 [B, A, C, E, D, F, G, H, I]"
1588,1588,F,artificial,F,complete,"223 [B, A, C, E, D, F, G, H, I]"
1589,1589,B,artificial,D_Dupli,complete,"224 [B, A, E, D, C, F, G, I, H]"
1590,1590,A,artificial,A,complete,"224 [B, A, E, D, C, F, G, I, H]"
1591,1591,E,artificial,D_Dupli,complete,"224 [B, A, E, D, C, F, G, I, H]"
1592,1592,D,artificial,D_Dupli,complete,"224 [B, A, E, D, C, F, G, I, H]"
1593,1593,C,artificial,D_Dupli,complete,"224 [B, A, E, D, C, F, G, I, H]"
1594,1594,F,artificial,F,complete,"224 [B, A, E, D, C, F, G, I, H]"
1595,1595,G,artificial,G,complete,"224 [B, A, E, D, C, F, G, I, H]"
1596,1596,I,artificial,I,complete,"224 [B, A, E, D, C, F, G, I, H]"
1597,1597,H,artificial,H,complete,"224 [B, A, E, D, C, F, G, I, H]"
1598,1598,I,artificial,I,complete,"225 [B, A, C, D, E, F, G, I, H]"
1599,1599,G,artificial,G,complete,"225 [B, A, C, D, E, F, G, I, H]"
1600,1600,F,artificial,F,complete,"225 [B, A, C, D, E, F, G, I, H]"
1601,1601,H,artificial,H,complete,"225 [B, A, C, D, E, F, G, I, H]"
1602,1602,D,artificial,D_Dupli,complete,"225 [B, A, C, D, E, F, G, I, H]"
1603,1603,C,artificial,D_Dupli,complete,"225 [B, A, C, D, E, F, G, I, H]"
1604,1604,A,artificial,A,complete,"225 [B, A, C, D, E, F, G, I, H]"
1605,1605,E,artificial,D_Dupli,complete,"225 [B, A, C, D, E, F, G, I, H]"
1606,1606,B,artificial,D_Dupli,complete,"225 [B, A, C, D, E, F, G, I, H]"
1607,1607,H,artificial,H,complete,"226 [A, B, E, C, D, F, G, I, H]"
1608,1608,I,artificial,I,complete,"226 [A, B, E, C, D, F, G, I, H]"
1609,1609,G,artificial,G,complete,"226 [A, B, E, C, D, F, G, I, H]"
1610,1610,F,artificial,F,complete,"226 [A, B, E, C, D, F, G, I, H]"
1611,1611,E,artificial,D_Dupli,complete,"226 [A, B, E, C, D, F, G, I, H]"
