EventID,case:concept:name,concept:name,time:timestamp
1369,Case_704,A,2023-01-05 23:24:00+00:00
1370,Case_560,A,2023-01-05 23:28:00+00:00
1371,Case_372,A,2023-01-05 23:35:00+00:00
1372,Case_469,A,2023-01-05 23:36:00+00:00
1373,Case_438,A,2023-01-05 23:45:00+00:00
1374,Case_125,A,2023-01-05 23:45:00+00:00
1375,Case_469,E1,2023-01-05 23:46:00+00:00
1376,Case_252,C,2023-01-05 23:48:00+00:00
1377,Case_704,F,2023-01-05 23:51:00+00:00
1378,Case_252,B1,2023-01-05 23:51:00+00:00
1379,Case_252,D,2023-01-05 23:53:00+00:00
1380,Case_125,C,2023-01-05 23:58:00+00:00
1381,Case_438,E1,2023-01-05 23:59:00+00:00
1382,Case_125,B1,2023-01-06 00:00:00+00:00
1383,Case_125,D,2023-01-06 00:02:00+00:00
1384,Case_252,B2,2023-01-06 00:13:00+00:00
1385,Case_469,E2,2023-01-06 00:15:00+00:00
1386,Case_125,B2,2023-01-06 00:22:00+00:00
1387,Case_438,E2,2023-01-06 00:42:00+00:00
1388,Case_469,A,2023-01-06 00:44:00+00:00
1389,Case_704,A,2023-01-06 00:48:00+00:00
1390,Case_252,A,2023-01-06 01:02:00+00:00
1391,Case_125,A,2023-01-06 01:06:00+00:00
1392,Case_438,A,2023-01-06 01:17:00+00:00
1393,Case_125,F,2023-01-06 01:18:00+00:00
1394,Case_252,F,2023-01-06 01:23:00+00:00
1395,Case_2,A,2023-01-06 01:36:00+00:00
1396,Case_145,A,2023-01-06 01:50:00+00:00
1397,Case_125,A,2023-01-06 01:55:00+00:00
1398,Case_2,C,2023-01-06 02:00:00+00:00
1399,Case_2,D,2023-01-06 02:01:00+00:00
1400,Case_145,C,2023-01-06 02:01:00+00:00
1401,Case_145,B1,2023-01-06 02:04:00+00:00
1402,Case_145,D,2023-01-06 02:06:00+00:00
1403,Case_2,B1,2023-01-06 02:07:00+00:00
1404,Case_252,A,2023-01-06 02:10:00+00:00
1405,Case_403,A,2023-01-06 02:11:00+00:00
1406,Case_172,A,2023-01-06 02:11:00+00:00
1407,Case_2,B2,2023-01-06 02:23:00+00:00
1408,Case_172,C,2023-01-06 02:31:00+00:00
1409,Case_172,D,2023-01-06 02:34:00+00:00
1410,Case_172,B1,2023-01-06 02:38:00+00:00
1411,Case_403,C,2023-01-06 02:38:00+00:00
1412,Case_403,B1,2023-01-06 02:41:00+00:00
1413,Case_403,D,2023-01-06 02:43:00+00:00
1414,Case_145,B2,2023-01-06 02:45:00+00:00
1415,Case_2,A,2023-01-06 03:08:00+00:00
1416,Case_172,B2,2023-01-06 03:09:00+00:00
1417,Case_403,B2,2023-01-06 03:16:00+00:00
1418,Case_2,F,2023-01-06 03:32:00+00:00
1419,Case_145,A,2023-01-06 03:41:00+00:00
1420,Case_172,A,2023-01-06 03:43:00+00:00
1421,Case_145,E1,2023-01-06 04:01:00+00:00
1422,Case_172,F,2023-01-06 04:06:00+00:00
1423,Case_403,A,2023-01-06 04:08:00+00:00
1424,Case_2,A,2023-01-06 04:20:00+00:00
1425,Case_403,F,2023-01-06 04:35:00+00:00
1426,Case_854,A,2023-01-06 04:36:00+00:00
1427,Case_172,A,2023-01-06 04:44:00+00:00
1428,Case_145,E2,2023-01-06 04:45:00+00:00
1429,Case_692,A,2023-01-06 04:56:00+00:00
1430,Case_701,A,2023-01-06 05:06:00+00:00
1431,Case_854,C,2023-01-06 05:06:00+00:00
1432,Case_140,A,2023-01-06 05:07:00+00:00
1433,Case_854,D,2023-01-06 05:10:00+00:00
1434,Case_692,C,2023-01-06 05:11:00+00:00
1435,Case_854,B1,2023-01-06 05:12:00+00:00
1436,Case_692,B1,2023-01-06 05:14:00+00:00
1437,Case_692,D,2023-01-06 05:16:00+00:00
1438,Case_917,A,2023-01-06 05:21:00+00:00
1439,Case_145,A,2023-01-06 05:21:00+00:00
1440,Case_140,C,2023-01-06 05:25:00+00:00
1441,Case_140,B1,2023-01-06 05:27:00+00:00
1442,Case_140,D,2023-01-06 05:28:00+00:00
1443,Case_701,C,2023-01-06 05:30:00+00:00
1444,Case_701,D,2023-01-06 05:31:00+00:00
1445,Case_917,C,2023-01-06 05:32:00+00:00
1446,Case_403,A,2023-01-06 05:32:00+00:00
1447,Case_701,B1,2023-01-06 05:35:00+00:00
1448,Case_917,D,2023-01-06 05:36:00+00:00
1449,Case_854,B2,2023-01-06 05:37:00+00:00
1450,Case_917,B1,2023-01-06 05:38:00+00:00
1451,Case_692,B2,2023-01-06 05:56:00+00:00
1452,Case_463,A,2023-01-06 05:59:00+00:00
1453,Case_371,A,2023-01-06 06:04:00+00:00
1454,Case_140,B2,2023-01-06 06:11:00+00:00
1455,Case_917,B2,2023-01-06 06:12:00+00:00
1456,Case_371,C,2023-01-06 06:17:00+00:00
1457,Case_477,A,2023-01-06 06:18:00+00:00
1458,Case_701,B2,2023-01-06 06:20:00+00:00
1459,Case_371,D,2023-01-06 06:21:00+00:00
1460,Case_371,B1,2023-01-06 06:24:00+00:00
1461,Case_854,A,2023-01-06 06:25:00+00:00
1462,Case_463,C,2023-01-06 06:26:00+00:00
1463,Case_463,D,2023-01-06 06:30:00+00:00
1464,Case_463,B1,2023-01-06 06:30:00+00:00
1465,Case_692,A,2023-01-06 06:30:00+00:00
1466,Case_477,C,2023-01-06 06:37:00+00:00
1467,Case_988,A,2023-01-06 06:37:00+00:00
1468,Case_477,D,2023-01-06 06:41:00+00:00
1469,Case_477,B1,2023-01-06 06:44:00+00:00
1470,Case_917,A,2023-01-06 06:44:00+00:00
1471,Case_854,F,2023-01-06 06:48:00+00:00
1472,Case_692,E1,2023-01-06 06:49:00+00:00
1473,Case_463,B2,2023-01-06 06:54:00+00:00
1474,Case_917,F,2023-01-06 06:56:00+00:00
1475,Case_371,B2,2023-01-06 06:58:00+00:00
1476,Case_140,A,2023-01-06 06:59:00+00:00
1477,Case_988,C,2023-01-06 07:01:00+00:00
1478,Case_988,D,2023-01-06 07:05:00+00:00
1479,Case_988,B1,2023-01-06 07:05:00+00:00
1480,Case_701,A,2023-01-06 07:06:00+00:00
1481,Case_477,B2,2023-01-06 07:10:00+00:00
1482,Case_692,E2,2023-01-06 07:13:00+00:00
1483,Case_463,A,2023-01-06 07:14:00+00:00
1484,Case_140,F,2023-01-06 07:20:00+00:00
1485,Case_463,E1,2023-01-06 07:30:00+00:00
1486,Case_701,E1,2023-01-06 07:33:00+00:00
1487,Case_371,A,2023-01-06 07:34:00+00:00
1488,Case_854,A,2023-01-06 07:47:00+00:00
1489,Case_477,A,2023-01-06 07:49:00+00:00
1490,Case_988,B2,2023-01-06 07:49:00+00:00
1491,Case_692,A,2023-01-06 07:53:00+00:00
1492,Case_371,E1,2023-01-06 07:56:00+00:00
1493,Case_701,E2,2023-01-06 08:05:00+00:00
1494,Case_140,A,2023-01-06 08:07:00+00:00
1495,Case_477,F,2023-01-06 08:07:00+00:00
1496,Case_917,A,2023-01-06 08:08:00+00:00
1497,Case_463,E2,2023-01-06 08:20:00+00:00
1498,Case_988,A,2023-01-06 08:22:00+00:00
1499,Case_701,A,2023-01-06 08:27:00+00:00
1500,Case_371,E2,2023-01-06 08:33:00+00:00
1501,Case_988,F,2023-01-06 08:43:00+00:00
1502,Case_371,A,2023-01-06 08:58:00+00:00
1503,Case_463,A,2023-01-06 08:58:00+00:00
1504,Case_477,A,2023-01-06 09:13:00+00:00
1505,Case_988,A,2023-01-06 09:20:00+00:00
1506,Case_868,A,2023-01-06 09:22:00+00:00
1507,Case_868,C,2023-01-06 09:50:00+00:00
1508,Case_868,D,2023-01-06 09:52:00+00:00
1509,Case_868,B1,2023-01-06 09:53:00+00:00
1510,Case_868,B2,2023-01-06 10:08:00+00:00
1511,Case_813,A,2023-01-06 10:35:00+00:00
1512,Case_316,A,2023-01-06 10:56:00+00:00
1513,Case_813,C,2023-01-06 10:58:00+00:00
1514,Case_813,D,2023-01-06 11:00:00+00:00
1515,Case_813,B1,2023-01-06 11:02:00+00:00
1516,Case_868,A,2023-01-06 11:15:00+00:00
1517,Case_813,B2,2023-01-06 11:24:00+00:00
1518,Case_316,C,2023-01-06 11:26:00+00:00
1519,Case_316,D,2023-01-06 11:29:00+00:00
1520,Case_316,B1,2023-01-06 11:31:00+00:00
1521,Case_868,E1,2023-01-06 11:42:00+00:00
1522,Case_810,A,2023-01-06 11:47:00+00:00
1523,Case_810,C,2023-01-06 12:02:00+00:00
1524,Case_810,B1,2023-01-06 12:05:00+00:00
1525,Case_810,D,2023-01-06 12:07:00+00:00
1526,Case_813,A,2023-01-06 12:08:00+00:00
1527,Case_203,A,2023-01-06 12:10:00+00:00
1528,Case_719,A,2023-01-06 12:13:00+00:00
1529,Case_316,B2,2023-01-06 12:16:00+00:00
1530,Case_868,E2,2023-01-06 12:20:00+00:00
1531,Case_203,C,2023-01-06 12:22:00+00:00
1532,Case_203,D,2023-01-06 12:23:00+00:00
1533,Case_203,B1,2023-01-06 12:24:00+00:00
1534,Case_719,C,2023-01-06 12:27:00+00:00
1535,Case_719,D,2023-01-06 12:29:00+00:00
1536,Case_719,B1,2023-01-06 12:32:00+00:00
1537,Case_569,A,2023-01-06 12:33:00+00:00
1538,Case_813,E1,2023-01-06 12:36:00+00:00
1539,Case_810,B2,2023-01-06 12:49:00+00:00
1540,Case_203,B2,2023-01-06 12:52:00+00:00
1541,Case_719,B2,2023-01-06 12:58:00+00:00
1542,Case_569,C,2023-01-06 12:58:00+00:00
1543,Case_868,A,2023-01-06 12:58:00+00:00
1544,Case_569,B1,2023-01-06 13:00:00+00:00
1545,Case_569,D,2023-01-06 13:02:00+00:00
1546,Case_316,A,2023-01-06 13:07:00+00:00
1547,Case_813,E2,2023-01-06 13:11:00+00:00
1548,Case_719,A,2023-01-06 13:26:00+00:00
1549,Case_316,F,2023-01-06 13:31:00+00:00
1550,Case_569,B2,2023-01-06 13:32:00+00:00
1551,Case_813,A,2023-01-06 13:43:00+00:00
1552,Case_810,A,2023-01-06 13:43:00+00:00
1553,Case_203,A,2023-01-06 13:52:00+00:00
1554,Case_719,E1,2023-01-06 13:55:00+00:00
1555,Case_810,E1,2023-01-06 14:13:00+00:00
1556,Case_203,F,2023-01-06 14:22:00+00:00
1557,Case_569,A,2023-01-06 14:27:00+00:00
1558,Case_316,A,2023-01-06 14:28:00+00:00
1559,Case_719,E2,2023-01-06 14:44:00+00:00
1560,Case_810,E2,2023-01-06 14:49:00+00:00
1561,Case_569,F,2023-01-06 14:50:00+00:00
1562,Case_810,A,2023-01-06 15:05:00+00:00
1563,Case_719,A,2023-01-06 15:18:00+00:00
1564,Case_203,A,2023-01-06 15:42:00+00:00
1565,Case_932,A,2023-01-06 15:49:00+00:00
1566,Case_569,A,2023-01-06 15:58:00+00:00
1567,Case_932,C,2023-01-06 16:07:00+00:00
1568,Case_494,A,2023-01-06 16:07:00+00:00
1569,Case_932,D,2023-01-06 16:10:00+00:00
1570,Case_932,B1,2023-01-06 16:13:00+00:00
1571,Case_49,A,2023-01-06 16:20:00+00:00
1572,Case_49,C,2023-01-06 16:32:00+00:00
1573,Case_494,C,2023-01-06 16:33:00+00:00
1574,Case_494,D,2023-01-06 16:35:00+00:00
1575,Case_49,D,2023-01-06 16:36:00+00:00
1576,Case_49,B1,2023-01-06 16:38:00+00:00
1577,Case_494,B1,2023-01-06 16:39:00+00:00
1578,Case_932,B2,2023-01-06 16:54:00+00:00
1579,Case_49,B2,2023-01-06 17:00:00+00:00
1580,Case_494,B2,2023-01-06 17:10:00+00:00
1581,Case_184,A,2023-01-06 17:21:00+00:00
1582,Case_49,A,2023-01-06 17:34:00+00:00
1583,Case_932,A,2023-01-06 17:41:00+00:00
1584,Case_494,A,2023-01-06 17:46:00+00:00
1585,Case_184,C,2023-01-06 17:51:00+00:00
1586,Case_184,D,2023-01-06 17:52:00+00:00
1587,Case_690,A,2023-01-06 17:52:00+00:00
1588,Case_49,E1,2023-01-06 17:53:00+00:00
1589,Case_839,A,2023-01-06 17:55:00+00:00
1590,Case_932,F,2023-01-06 17:56:00+00:00
1591,Case_184,B1,2023-01-06 17:56:00+00:00
1592,Case_690,C,2023-01-06 18:02:00+00:00
1593,Case_690,D,2023-01-06 18:04:00+00:00
1594,Case_494,F,2023-01-06 18:07:00+00:00
1595,Case_690,B1,2023-01-06 18:07:00+00:00
1596,Case_833,A,2023-01-06 18:15:00+00:00
1597,Case_839,C,2023-01-06 18:21:00+00:00
1598,Case_839,D,2023-01-06 18:22:00+00:00
1599,Case_184,B2,2023-01-06 18:23:00+00:00
1600,Case_839,B1,2023-01-06 18:24:00+00:00
1601,Case_833,C,2023-01-06 18:33:00+00:00
1602,Case_932,A,2023-01-06 18:37:00+00:00
1603,Case_833,D,2023-01-06 18:38:00+00:00
1604,Case_833,B1,2023-01-06 18:40:00+00:00
1605,Case_49,E2,2023-01-06 18:40:00+00:00
1606,Case_690,B2,2023-01-06 18:49:00+00:00
1607,Case_833,B2,2023-01-06 18:56:00+00:00
1608,Case_49,A,2023-01-06 18:57:00+00:00
1609,Case_503,A,2023-01-06 19:01:00+00:00
1610,Case_494,A,2023-01-06 19:07:00+00:00
1611,Case_839,B2,2023-01-06 19:07:00+00:00
1612,Case_413,A,2023-01-06 19:12:00+00:00
1613,Case_184,A,2023-01-06 19:15:00+00:00
1614,Case_646,A,2023-01-06 19:24:00+00:00
1615,Case_503,C,2023-01-06 19:29:00+00:00
1616,Case_503,D,2023-01-06 19:33:00+00:00
1617,Case_503,B1,2023-01-06 19:33:00+00:00
1618,Case_690,A,2023-01-06 19:36:00+00:00
1619,Case_646,C,2023-01-06 19:37:00+00:00
1620,Case_646,D,2023-01-06 19:39:00+00:00
1621,Case_413,C,2023-01-06 19:39:00+00:00
1622,Case_646,B1,2023-01-06 19:41:00+00:00
1623,Case_184,F,2023-01-06 19:42:00+00:00
1624,Case_413,D,2023-01-06 19:43:00+00:00
1625,Case_413,B1,2023-01-06 19:46:00+00:00
1626,Case_503,B2,2023-01-06 19:53:00+00:00
1627,Case_833,A,2023-01-06 20:00:00+00:00
1628,Case_839,A,2023-01-06 20:03:00+00:00
1629,Case_413,B2,2023-01-06 20:05:00+00:00
1630,Case_690,E1,2023-01-06 20:06:00+00:00
1631,Case_185,A,2023-01-06 20:14:00+00:00
1632,Case_646,B2,2023-01-06 20:15:00+00:00
1633,Case_833,F,2023-01-06 20:20:00+00:00
1634,Case_185,C,2023-01-06 20:24:00+00:00
1635,Case_185,D,2023-01-06 20:27:00+00:00
1636,Case_839,F,2023-01-06 20:28:00+00:00
1637,Case_185,B1,2023-01-06 20:29:00+00:00
1638,Case_690,E2,2023-01-06 20:44:00+00:00
1639,Case_503,A,2023-01-06 20:49:00+00:00
1640,Case_413,A,2023-01-06 20:56:00+00:00
1641,Case_184,A,2023-01-06 20:57:00+00:00
1642,Case_185,B2,2023-01-06 20:59:00+00:00
1643,Case_690,A,2023-01-06 21:02:00+00:00
1644,Case_503,E1,2023-01-06 21:06:00+00:00
1645,Case_839,A,2023-01-06 21:07:00+00:00
1646,Case_833,A,2023-01-06 21:08:00+00:00
1647,Case_646,A,2023-01-06 21:14:00+00:00
1648,Case_413,E1,2023-01-06 21:22:00+00:00
1649,Case_185,A,2023-01-06 21:42:00+00:00
1650,Case_646,F,2023-01-06 21:43:00+00:00
1651,Case_413,E2,2023-01-06 21:53:00+00:00
1652,Case_503,E2,2023-01-06 21:53:00+00:00
1653,Case_185,E1,2023-01-06 22:03:00+00:00
1654,Case_413,A,2023-01-06 22:09:00+00:00
1655,Case_503,A,2023-01-06 22:20:00+00:00
1656,Case_185,E2,2023-01-06 22:35:00+00:00
1657,Case_646,A,2023-01-06 22:38:00+00:00
1658,Case_394,A,2023-01-06 22:53:00+00:00
1659,Case_336,A,2023-01-06 22:57:00+00:00
1660,Case_185,A,2023-01-06 23:03:00+00:00
1661,Case_394,C,2023-01-06 23:08:00+00:00
1662,Case_336,C,2023-01-06 23:09:00+00:00
1663,Case_336,D,2023-01-06 23:11:00+00:00
1664,Case_394,B1,2023-01-06 23:13:00+00:00
1665,Case_394,D,2023-01-06 23:13:00+00:00
1666,Case_336,B1,2023-01-06 23:16:00+00:00
1667,Case_394,B2,2023-01-06 23:30:00+00:00
1668,Case_336,B2,2023-01-06 23:56:00+00:00
1669,Case_394,A,2023-01-07 00:29:00+00:00
1670,Case_229,A,2023-01-07 00:31:00+00:00
1671,Case_352,A,2023-01-07 00:40:00+00:00
1672,Case_229,C,2023-01-07 00:44:00+00:00
1673,Case_229,D,2023-01-07 00:45:00+00:00
1674,Case_394,E1,2023-01-07 00:48:00+00:00
1675,Case_229,B1,2023-01-07 00:49:00+00:00
1676,Case_336,A,2023-01-07 00:56:00+00:00
1677,Case_352,C,2023-01-07 01:03:00+00:00
1678,Case_352,D,2023-01-07 01:08:00+00:00
1679,Case_352,B1,2023-01-07 01:09:00+00:00
1680,Case_336,E1,2023-01-07 01:10:00+00:00
1681,Case_229,B2,2023-01-07 01:15:00+00:00
1682,Case_394,E2,2023-01-07 01:30:00+00:00
1683,Case_352,B2,2023-01-07 01:37:00+00:00
1684,Case_571,A,2023-01-07 01:38:00+00:00
1685,Case_336,E2,2023-01-07 01:40:00+00:00
1686,Case_394,A,2023-01-07 01:47:00+00:00
1687,Case_571,C,2023-01-07 01:50:00+00:00
1688,Case_229,A,2023-01-07 01:52:00+00:00
1689,Case_571,B1,2023-01-07 01:54:00+00:00
1690,Case_571,D,2023-01-07 01:55:00+00:00
1691,Case_229,F,2023-01-07 02:05:00+00:00
1692,Case_336,A,2023-01-07 02:06:00+00:00
1693,Case_352,A,2023-01-07 02:08:00+00:00
1694,Case_352,F,2023-01-07 02:18:00+00:00
1695,Case_571,B2,2023-01-07 02:36:00+00:00
1696,Case_369,A,2023-01-07 02:40:00+00:00
1697,Case_229,A,2023-01-07 02:51:00+00:00
1698,Case_369,C,2023-01-07 02:52:00+00:00
1699,Case_369,D,2023-01-07 02:57:00+00:00
1700,Case_369,B1,2023-01-07 02:58:00+00:00
1701,Case_571,A,2023-01-07 03:20:00+00:00
1702,Case_352,A,2023-01-07 03:28:00+00:00
1703,Case_369,B2,2023-01-07 03:29:00+00:00
1704,Case_571,F,2023-01-07 03:30:00+00:00
1705,Case_369,A,2023-01-07 04:08:00+00:00
1706,Case_657,A,2023-01-07 04:13:00+00:00
1707,Case_571,A,2023-01-07 04:29:00+00:00
1708,Case_369,F,2023-01-07 04:30:00+00:00
1709,Case_657,C,2023-01-07 04:32:00+00:00
1710,Case_657,B1,2023-01-07 04:34:00+00:00
1711,Case_657,D,2023-01-07 04:36:00+00:00
1712,Case_657,B2,2023-01-07 04:54:00+00:00
1713,Case_369,A,2023-01-07 05:22:00+00:00
1714,Case_657,A,2023-01-07 05:41:00+00:00
1715,Case_657,F,2023-01-07 05:59:00+00:00
1716,Case_657,A,2023-01-07 07:04:00+00:00
1717,Case_120,A,2023-01-07 07:05:00+00:00
1718,Case_604,A,2023-01-07 07:08:00+00:00
1719,Case_120,C,2023-01-07 07:17:00+00:00
1720,Case_120,D,2023-01-07 07:20:00+00:00
1721,Case_604,C,2023-01-07 07:22:00+00:00
1722,Case_604,D,2023-01-07 07:23:00+00:00
1723,Case_120,B1,2023-01-07 07:24:00+00:00
1724,Case_604,B1,2023-01-07 07:26:00+00:00
1725,Case_120,B2,2023-01-07 07:59:00+00:00
1726,Case_604,B2,2023-01-07 08:07:00+00:00
1727,Case_7,A,2023-01-07 08:24:00+00:00
1728,Case_109,A,2023-01-07 08:30:00+00:00
1729,Case_7,C,2023-01-07 08:44:00+00:00
1730,Case_7,B1,2023-01-07 08:48:00+00:00
1731,Case_7,D,2023-01-07 08:49:00+00:00
1732,Case_120,A,2023-01-07 08:50:00+00:00
1733,Case_109,C,2023-01-07 08:52:00+00:00
1734,Case_109,D,2023-01-07 08:55:00+00:00
1735,Case_109,B1,2023-01-07 08:59:00+00:00
1736,Case_258,A,2023-01-07 09:06:00+00:00
1737,Case_604,A,2023-01-07 09:06:00+00:00
1738,Case_7,B2,2023-01-07 09:13:00+00:00
1739,Case_120,E1,2023-01-07 09:19:00+00:00
1740,Case_258,C,2023-01-07 09:24:00+00:00
1741,Case_258,B1,2023-01-07 09:26:00+00:00
1742,Case_604,E1,2023-01-07 09:28:00+00:00
1743,Case_258,D,2023-01-07 09:28:00+00:00
1744,Case_109,B2,2023-01-07 09:34:00+00:00
1745,Case_120,E2,2023-01-07 09:53:00+00:00
1746,Case_604,E2,2023-01-07 09:58:00+00:00
1747,Case_258,B2,2023-01-07 10:10:00+00:00
1748,Case_120,A,2023-01-07 10:11:00+00:00
1749,Case_7,A,2023-01-07 10:11:00+00:00
1750,Case_109,A,2023-01-07 10:25:00+00:00
1751,Case_604,A,2023-01-07 10:27:00+00:00
1752,Case_7,F,2023-01-07 10:27:00+00:00
1753,Case_109,E1,2023-01-07 10:53:00+00:00
1754,Case_258,A,2023-01-07 11:06:00+00:00
1755,Case_7,A,2023-01-07 11:13:00+00:00
1756,Case_923,A,2023-01-07 11:21:00+00:00
1757,Case_258,E1,2023-01-07 11:22:00+00:00
1758,Case_109,E2,2023-01-07 11:23:00+00:00
1759,Case_923,C,2023-01-07 11:48:00+00:00
1760,Case_109,A,2023-01-07 11:50:00+00:00
1761,Case_923,B1,2023-01-07 11:51:00+00:00
1762,Case_923,D,2023-01-07 11:52:00+00:00
1763,Case_258,E2,2023-01-07 11:59:00+00:00
1764,Case_107,A,2023-01-07 12:03:00+00:00
1765,Case_258,A,2023-01-07 12:19:00+00:00
1766,Case_923,B2,2023-01-07 12:20:00+00:00
1767,Case_107,C,2023-01-07 12:26:00+00:00
1768,Case_107,D,2023-01-07 12:30:00+00:00
1769,Case_107,B1,2023-01-07 12:33:00+00:00
1770,Case_107,B2,2023-01-07 12:57:00+00:00
1771,Case_923,A,2023-01-07 13:02:00+00:00
1772,Case_923,E1,2023-01-07 13:14:00+00:00
1773,Case_107,A,2023-01-07 13:39:00+00:00
1774,Case_107,E1,2023-01-07 13:57:00+00:00
1775,Case_923,E2,2023-01-07 13:59:00+00:00
1776,Case_923,A,2023-01-07 14:39:00+00:00
1777,Case_107,E2,2023-01-07 14:39:00+00:00
1778,Case_107,A,2023-01-07 15:07:00+00:00
1779,Case_541,A,2023-01-07 16:56:00+00:00
1780,Case_557,A,2023-01-07 17:11:00+00:00
1781,Case_541,C,2023-01-07 17:18:00+00:00
1782,Case_541,D,2023-01-07 17:22:00+00:00
1783,Case_541,B1,2023-01-07 17:23:00+00:00
1784,Case_557,C,2023-01-07 17:34:00+00:00
1785,Case_557,D,2023-01-07 17:35:00+00:00
1786,Case_557,B1,2023-01-07 17:38:00+00:00
1787,Case_411,A,2023-01-07 17:45:00+00:00
1788,Case_541,B2,2023-01-07 17:56:00+00:00
1789,Case_411,C,2023-01-07 18:02:00+00:00
1790,Case_411,D,2023-01-07 18:05:00+00:00
1791,Case_411,B1,2023-01-07 18:09:00+00:00
1792,Case_557,B2,2023-01-07 18:15:00+00:00
1793,Case_541,A,2023-01-07 18:41:00+00:00
1794,Case_411,B2,2023-01-07 18:43:00+00:00
1795,Case_921,A,2023-01-07 18:44:00+00:00
1796,Case_405,A,2023-01-07 18:48:00+00:00
1797,Case_863,A,2023-01-07 18:57:00+00:00
1798,Case_921,C,2023-01-07 19:06:00+00:00
1799,Case_541,E1,2023-01-07 19:08:00+00:00
1800,Case_921,D,2023-01-07 19:09:00+00:00
1801,Case_557,A,2023-01-07 19:09:00+00:00
1802,Case_921,B1,2023-01-07 19:11:00+00:00
1803,Case_405,C,2023-01-07 19:14:00+00:00
1804,Case_411,A,2023-01-07 19:14:00+00:00
1805,Case_405,D,2023-01-07 19:19:00+00:00
1806,Case_405,B1,2023-01-07 19:20:00+00:00
1807,Case_863,C,2023-01-07 19:25:00+00:00
1808,Case_921,B2,2023-01-07 19:29:00+00:00
1809,Case_863,B1,2023-01-07 19:29:00+00:00
1810,Case_863,D,2023-01-07 19:30:00+00:00
1811,Case_557,E1,2023-01-07 19:38:00+00:00
1812,Case_411,E1,2023-01-07 19:42:00+00:00
1813,Case_405,B2,2023-01-07 19:42:00+00:00
1814,Case_863,B2,2023-01-07 19:44:00+00:00
1815,Case_541,E2,2023-01-07 19:57:00+00:00
1816,Case_557,E2,2023-01-07 20:00:00+00:00
1817,Case_557,A,2023-01-07 20:18:00+00:00
1818,Case_411,E2,2023-01-07 20:23:00+00:00
1819,Case_921,A,2023-01-07 20:24:00+00:00
1820,Case_405,A,2023-01-07 20:30:00+00:00
1821,Case_541,A,2023-01-07 20:34:00+00:00
1822,Case_921,F,2023-01-07 20:37:00+00:00
1823,Case_863,A,2023-01-07 20:39:00+00:00
1824,Case_605,A,2023-01-07 20:44:00+00:00
1825,Case_405,F,2023-01-07 20:51:00+00:00
1826,Case_863,F,2023-01-07 20:52:00+00:00
1827,Case_605,C,2023-01-07 20:57:00+00:00
1828,Case_411,A,2023-01-07 20:58:00+00:00
1829,Case_605,D,2023-01-07 20:59:00+00:00
1830,Case_605,B1,2023-01-07 21:01:00+00:00
1831,Case_605,B2,2023-01-07 21:26:00+00:00
1832,Case_863,A,2023-01-07 21:32:00+00:00
1833,Case_862,A,2023-01-07 21:43:00+00:00
1834,Case_921,A,2023-01-07 21:44:00+00:00
1835,Case_862,C,2023-01-07 21:56:00+00:00
1836,Case_862,B1,2023-01-07 21:58:00+00:00
1837,Case_862,D,2023-01-07 22:00:00+00:00
1838,Case_405,A,2023-01-07 22:09:00+00:00
1839,Case_605,A,2023-01-07 22:20:00+00:00
1840,Case_862,B2,2023-01-07 22:22:00+00:00
1841,Case_688,A,2023-01-07 22:26:00+00:00
1842,Case_605,E1,2023-01-07 22:36:00+00:00
1843,Case_608,A,2023-01-07 22:54:00+00:00
1844,Case_862,A,2023-01-07 22:54:00+00:00
1845,Case_126,A,2023-01-07 22:56:00+00:00
1846,Case_162,A,2023-01-07 22:56:00+00:00
1847,Case_688,C,2023-01-07 22:56:00+00:00
1848,Case_688,D,2023-01-07 22:58:00+00:00
1849,Case_688,B1,2023-01-07 22:59:00+00:00
1850,Case_738,A,2023-01-07 23:06:00+00:00
1851,Case_862,F,2023-01-07 23:07:00+00:00
1852,Case_605,E2,2023-01-07 23:07:00+00:00
1853,Case_162,C,2023-01-07 23:08:00+00:00
1854,Case_162,D,2023-01-07 23:09:00+00:00
1855,Case_162,B1,2023-01-07 23:11:00+00:00
1856,Case_608,C,2023-01-07 23:17:00+00:00
1857,Case_608,D,2023-01-07 23:19:00+00:00
1858,Case_608,B1,2023-01-07 23:24:00+00:00
1859,Case_126,C,2023-01-07 23:25:00+00:00
1860,Case_126,D,2023-01-07 23:27:00+00:00
1861,Case_688,B2,2023-01-07 23:30:00+00:00
1862,Case_126,B1,2023-01-07 23:31:00+00:00
1863,Case_738,C,2023-01-07 23:31:00+00:00
1864,Case_738,D,2023-01-07 23:34:00+00:00
1865,Case_738,B1,2023-01-07 23:36:00+00:00
1866,Case_605,A,2023-01-07 23:37:00+00:00
1867,Case_162,B2,2023-01-07 23:37:00+00:00
1868,Case_608,B2,2023-01-07 23:44:00+00:00
1869,Case_126,B2,2023-01-07 23:59:00+00:00
1870,Case_862,A,2023-01-08 00:03:00+00:00
1871,Case_738,B2,2023-01-08 00:10:00+00:00
1872,Case_688,A,2023-01-08 00:10:00+00:00
1873,Case_608,A,2023-01-08 00:16:00+00:00
1874,Case_162,A,2023-01-08 00:17:00+00:00
1875,Case_162,F,2023-01-08 00:33:00+00:00
1876,Case_688,F,2023-01-08 00:37:00+00:00
1877,Case_608,E1,2023-01-08 00:46:00+00:00
1878,Case_426,A,2023-01-08 00:48:00+00:00
1879,Case_126,A,2023-01-08 00:51:00+00:00
