SYSCALL_pid,SYSCALL_timestamp,SYSCALL_syscall,PROCESS_uid,SYSCALL_success,SYSCALL_exit,SYSCALL_exit_hint,PROCESS_comm,CUSTOM_openFiles,CUSTOM_libs,base_activity_label,ground_truth_activity_label,EventID
649855,5028,openat,www-data,yes,6.0,6,find,"['.', '-..', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20042
649855,5028,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20043
649855,5028,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20044
649855,5028,openat,www-data,yes,5.0,5,find,"['.', '-....', '-....605781']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20045
649855,5028,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20046
649855,5028,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20047
649855,5028,openat,www-data,yes,5.0,5,find,"['.', '-....', '-task']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20048
649855,5028,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20049
649855,5028,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20050
649855,5028,openat,www-data,yes,5.0,5,find,"['.', '-....', '-605781']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20051
649855,5032,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20052
649855,5032,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20053
649855,5032,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20054
649855,5032,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20055
649855,5032,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20056
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-....', '-net']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20057
649855,5032,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20058
649855,5032,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20059
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-....', '-rpc']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20060
649855,5032,close,www-data,yes,0.0,0,find,"['.', '-rpc']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20061
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20062
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20063
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-auth.unix.ip']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20064
649855,5032,close,www-data,yes,0.0,0,find,"['.', '-auth.unix.ip']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20065
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20066
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20067
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20068
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20069
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-auth.unix.gid']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20070
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20071
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20072
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20073
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20074
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-auth.rpcsec.init']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20075
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20076
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20077
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20078
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20079
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-auth.rpcsec.context']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20080
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20081
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20082
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20083
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20084
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20085
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20086
649855,5032,openat,www-data,yes,5.0,5,find,"['.', '-stat']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20087
649855,5032,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20088
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20089
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20090
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20091
649855,5036,openat,www-data,yes,5.0,5,find,"['.', '-vlan']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20092
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20093
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20094
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20095
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20096
649855,5036,openat,www-data,yes,5.0,5,find,"['.', '-nfsfs']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20097
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20098
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20099
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20100
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20101
649855,5036,openat,www-data,yes,5.0,5,find,"['.', '-ipconfig']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20102
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20103
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20104
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20105
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20106
649855,5036,openat,www-data,yes,5.0,5,find,"['.', '-dev_snmp6']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20107
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20108
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20109
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20110
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20111
649855,5036,openat,www-data,yes,5.0,5,find,"['.', '-netfilter']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20112
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20113
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20114
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20115
649855,5036,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20116
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20117
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20118
649855,5040,openat,www-data,yes,5.0,5,find,"['.', '-attr']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20119
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20120
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20121
649855,5040,openat,www-data,yes,5.0,5,find,"['.', '-apparmor']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20122
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20123
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20124
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20125
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20126
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20127
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20128
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20129
649855,5040,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20130
649855,5040,openat,www-data,yes,5.0,5,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20131
649855,5040,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20132
649855,5040,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20133
649855,5040,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20134
649855,5040,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20135
649855,5040,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20136
649855,5044,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,20137
649855,5044,openat,www-data,yes,6.0,6,find,"['.', '-..', '-..net']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20138
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20139
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20140
649855,5044,openat,www-data,yes,6.0,6,find,"['.', '-..', '-rpc']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20141
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20142
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20143
649855,5044,openat,www-data,yes,6.0,6,find,"['.', '-..', '-auth.unix.ip']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20144
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20145
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20146
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20147
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20148
649855,5044,openat,www-data,yes,6.0,6,find,"['.', '-..', '-auth.unix.gid']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20149
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20150
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20151
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20152
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20153
649855,5044,openat,www-data,yes,6.0,6,find,"['.', '-..', '-auth.rpcsec.init']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20154
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20155
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20156
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20157
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20158
649855,5044,openat,www-data,yes,6.0,6,find,"['.', '-..', '-auth.rpcsec.context']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,20159
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20160
649855,5044,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20161
