EventID,CaseID,Activity,Timestamp,Resource,Location,Shift,Department,ProcessingTime,PriorityLevel,FileSize
E_912,Case_131,Archive,2025-02-09T11:40:35.666853,User_1,Branch_B,Morning,IT,66,2,0.69
E_913,Case_131,Submit,2025-02-09T12:13:35.666853,User_1,Branch_A,Morning,HR,67,5,5.21
E_914,Case_131,Review,2025-02-09T12:39:35.666853,User_4,Branch_C,Morning,Operations,81,2,1.44
E_915,Case_131,Submit,2025-02-09T13:49:35.666853,User_2,Branch_A,Afternoon,Operations,19,2,9.68
E_916,Case_131,Approve,2025-02-09T13:53:35.666853,User_3,Branch_C,Night,HR,47,4,5.56
E_917,Case_131,Finalize,2025-02-09T15:33:35.666853,User_3,Branch_A,Night,Finance,32,1,6.29
E_918,Case_132,Submit,2025-01-17T10:26:35.666853,User_3,Branch_C,Afternoon,IT,4,2,1.51
E_919,Case_132,Review,2025-01-17T11:33:35.666853,User_2,Headquarters,Afternoon,Operations,112,4,3.89
E_920,Case_132,Archive,2025-01-17T11:54:35.666853,User_1,Branch_A,Night,IT,2,5,6.03
E_921,Case_132,Submit,2025-01-17T12:50:35.666853,User_2,Branch_A,Morning,HR,36,1,2.71
E_922,Case_132,Approve,2025-01-17T14:43:35.666853,User_4,Headquarters,Afternoon,Finance,34,5,9.97
E_923,Case_132,Submit,2025-01-17T14:57:35.666853,User_4,Branch_A,Night,IT,78,2,6.11
E_924,Case_132,Finalize,2025-01-17T16:50:35.666853,User_2,Headquarters,Night,Operations,23,3,7.31
E_925,Case_133,Submit,2025-01-26T10:26:35.666853,User_3,Branch_C,Morning,Operations,111,4,6.63
E_926,Case_133,Submit,2025-01-26T11:37:35.666853,User_1,Branch_A,Night,HR,13,4,8.48
E_927,Case_133,Review,2025-01-26T13:33:35.666853,User_2,Headquarters,Morning,IT,93,5,1.5
E_928,Case_133,Submit,2025-01-26T14:08:35.666853,User_2,Branch_B,Morning,HR,22,2,8.13
E_929,Case_133,Approve,2025-01-26T15:23:35.666853,User_4,Branch_B,Morning,Finance,24,3,7.39
E_930,Case_133,Submit,2025-01-26T16:22:35.666853,User_3,Branch_A,Afternoon,HR,85,4,7.84
E_931,Case_133,Finalize,2025-01-26T16:52:35.666853,User_2,Headquarters,Morning,HR,53,3,8.16
E_932,Case_134,Submit,2025-01-27T10:26:35.666853,User_3,Branch_C,Night,Finance,30,2,0.86
E_933,Case_134,Archive,2025-01-27T11:36:35.666853,User_4,Branch_B,Morning,Finance,115,1,6.62
E_934,Case_134,Submit,2025-01-27T13:30:35.666853,User_1,Branch_C,Night,Operations,120,5,2.65
E_935,Case_134,Review,2025-01-27T15:14:35.666853,User_4,Branch_B,Afternoon,HR,66,1,0.95
E_936,Case_134,Submit,2025-01-27T15:38:35.666853,User_3,Headquarters,Morning,IT,24,1,9.23
E_937,Case_134,Approve,2025-01-27T16:13:35.666853,User_2,Branch_A,Afternoon,IT,37,1,0.12
E_938,Case_134,Finalize,2025-01-27T16:53:35.666853,User_3,Branch_C,Afternoon,HR,73,1,8.11
E_939,Case_135,Submit,2025-02-02T10:26:35.666853,User_4,Branch_A,Morning,HR,20,3,8.36
E_940,Case_135,Review,2025-02-02T11:55:35.666853,User_3,Branch_B,Night,HR,73,3,7.92
E_941,Case_135,Archive,2025-02-02T13:21:35.666853,User_4,Branch_A,Afternoon,IT,69,2,0.12
E_942,Case_135,Submit,2025-02-02T14:29:35.666853,User_4,Branch_C,Morning,Operations,83,2,6.01
E_943,Case_135,Approve,2025-02-02T16:11:35.666853,User_1,Branch_B,Night,HR,16,3,9.73
E_944,Case_135,Submit,2025-02-02T16:21:35.666853,User_1,Branch_A,Afternoon,IT,55,3,7.48
E_945,Case_135,Finalize,2025-02-02T18:00:35.666853,User_1,Branch_B,Morning,HR,61,3,7.44
E_946,Case_136,Submit,2025-02-02T10:26:35.666853,User_3,Branch_A,Night,Finance,98,1,2.65
E_947,Case_136,Archive,2025-02-02T11:40:35.666853,User_2,Headquarters,Night,Finance,27,5,2.99
E_948,Case_136,Submit,2025-02-02T13:11:35.666853,User_3,Branch_A,Morning,IT,100,1,8.87
E_949,Case_136,Review,2025-02-02T14:29:35.666853,User_2,Branch_A,Afternoon,HR,96,5,3.02
E_950,Case_136,Submit,2025-02-02T16:20:35.666853,User_2,Headquarters,Afternoon,IT,13,2,2.43
E_951,Case_136,Approve,2025-02-02T16:27:35.666853,User_1,Headquarters,Morning,HR,48,2,7.71
E_952,Case_136,Finalize,2025-02-02T17:44:35.666853,User_2,Branch_C,Night,IT,79,3,7.5
E_953,Case_137,Submit,2025-01-26T10:26:35.666853,User_1,Branch_C,Afternoon,IT,45,1,4.36
E_954,Case_137,Archive,2025-01-26T10:34:35.666853,User_2,Headquarters,Night,IT,79,4,5.42
E_955,Case_137,Submit,2025-01-26T12:32:35.666853,User_1,Branch_B,Morning,IT,97,5,6.62
E_956,Case_137,Review,2025-01-26T12:39:35.666853,User_4,Branch_C,Afternoon,IT,113,1,9.58
E_957,Case_137,Submit,2025-01-26T13:49:35.666853,User_1,Branch_C,Night,Operations,64,3,8.72
E_958,Case_137,Approve,2025-01-26T13:54:35.666853,User_4,Branch_C,Morning,Finance,45,5,2.83
E_959,Case_137,Finalize,2025-01-26T14:33:35.666853,User_4,Branch_C,Afternoon,Operations,67,3,3.16
E_960,Case_138,Submit,2025-02-05T10:26:35.666853,User_4,Branch_A,Afternoon,HR,10,2,7.62
E_961,Case_138,Archive,2025-02-05T11:47:35.666853,User_2,Branch_B,Morning,Operations,114,1,9.97
E_962,Case_138,Review,2025-02-05T11:56:35.666853,User_1,Branch_C,Night,HR,59,1,7.36
E_963,Case_138,Submit,2025-02-05T13:49:35.666853,User_3,Headquarters,Night,Operations,34,4,5.48
E_964,Case_138,Approve,2025-02-05T14:01:35.666853,User_1,Branch_C,Morning,Operations,5,5,6.93
E_965,Case_138,Submit,2025-02-05T15:57:35.666853,User_4,Branch_B,Morning,Finance,112,2,6.59
E_966,Case_138,Finalize,2025-02-05T17:38:35.666853,User_2,Branch_C,Morning,HR,105,4,8.79
E_967,Case_139,Submit,2025-01-13T10:26:35.666853,User_1,Branch_B,Afternoon,IT,30,5,4.01
E_968,Case_139,Submit,2025-01-13T12:07:35.666853,User_4,Branch_A,Morning,Finance,37,3,1.59
E_969,Case_139,Review,2025-01-13T13:11:35.666853,User_3,Branch_A,Morning,HR,63,2,2.44
E_970,Case_139,Submit,2025-01-13T14:15:35.666853,User_2,Branch_B,Morning,IT,30,5,7.7
E_971,Case_139,Approve,2025-01-13T15:13:35.666853,User_3,Branch_A,Afternoon,IT,53,4,1.49
E_972,Case_139,Submit,2025-01-13T16:10:35.666853,User_1,Branch_C,Afternoon,IT,24,1,7.29
E_973,Case_139,Finalize,2025-01-13T16:51:35.666853,User_1,Branch_C,Afternoon,HR,44,4,2.64
E_92,Case_14,Submit,2025-01-21T10:26:35.666853,User_4,Branch_B,Afternoon,Operations,61,4,0.83
E_93,Case_14,Review,2025-01-21T11:28:35.666853,User_3,Headquarters,Morning,IT,54,3,4.31
E_94,Case_14,Archive,2025-01-21T11:56:35.666853,User_3,Branch_C,Afternoon,IT,101,4,6.78
E_95,Case_14,Submit,2025-01-21T13:16:35.666853,User_4,Branch_A,Afternoon,Finance,82,3,2.69
E_96,Case_14,Approve,2025-01-21T14:08:35.666853,User_1,Headquarters,Morning,IT,57,3,3.03
E_97,Case_14,Submit,2025-01-21T14:30:35.666853,User_4,Headquarters,Afternoon,IT,51,5,5.1
E_98,Case_14,Finalize,2025-01-21T14:52:35.666853,User_2,Headquarters,Night,IT,32,1,0.88
E_974,Case_140,Submit,2025-02-01T10:26:35.666853,User_3,Headquarters,Afternoon,HR,116,3,0.46
E_975,Case_140,Archive,2025-02-01T10:55:35.666853,User_4,Branch_A,Afternoon,Operations,37,5,3.6
E_976,Case_140,Submit,2025-02-01T11:15:35.666853,User_2,Branch_A,Morning,HR,75,1,3.48
E_977,Case_140,Review,2025-02-01T11:59:35.666853,User_1,Branch_B,Night,HR,78,5,8.07
E_978,Case_140,Submit,2025-02-01T12:34:35.666853,User_4,Branch_A,Morning,Finance,27,3,9.74
E_979,Case_140,Approve,2025-02-01T13:23:35.666853,User_4,Headquarters,Morning,Finance,63,5,0.25
E_980,Case_140,Finalize,2025-02-01T15:01:35.666853,User_3,Headquarters,Afternoon,IT,2,5,0.31
E_981,Case_141,Submit,2025-01-17T10:26:35.666853,User_3,Headquarters,Afternoon,Operations,31,5,0.92
E_982,Case_141,Archive,2025-01-17T10:55:35.666853,User_3,Headquarters,Afternoon,HR,108,2,8.36
E_983,Case_141,Submit,2025-01-17T12:38:35.666853,User_3,Branch_A,Night,Finance,120,5,4.57
E_984,Case_141,Review,2025-01-17T13:36:35.666853,User_3,Branch_B,Afternoon,IT,43,2,8.85
E_985,Case_141,Submit,2025-01-17T15:14:35.666853,User_1,Branch_C,Morning,Operations,100,5,7.77
E_986,Case_141,Approve,2025-01-17T16:55:35.666853,User_4,Branch_B,Night,Operations,42,3,7.0
E_987,Case_141,Finalize,2025-01-17T17:12:35.666853,User_4,Branch_C,Morning,HR,105,1,7.01
E_988,Case_142,Submit,2025-01-16T10:26:35.666853,User_3,Headquarters,Afternoon,Operations,72,5,8.5
E_989,Case_142,Review,2025-01-16T11:43:35.666853,User_2,Headquarters,Night,Finance,55,3,4.29
E_990,Case_142,Archive,2025-01-16T12:23:35.666853,User_2,Branch_B,Morning,Finance,16,3,0.49
E_991,Case_142,Submit,2025-01-16T14:04:35.666853,User_4,Branch_C,Afternoon,Operations,55,3,3.83
E_992,Case_142,Review,2025-01-16T14:15:35.666853,User_3,Branch_B,Afternoon,HR,4,4,0.78
E_993,Case_142,Submit,2025-01-16T14:39:35.666853,User_3,Branch_C,Afternoon,Operations,69,2,2.71
E_994,Case_142,Approve,2025-01-16T15:33:35.666853,User_3,Branch_B,Afternoon,HR,76,2,9.2
E_995,Case_143,Submit,2025-01-13T10:26:35.666853,User_4,Branch_A,Afternoon,IT,59,3,0.12
E_996,Case_143,Submit,2025-01-13T11:38:35.666853,User_4,Branch_C,Afternoon,IT,86,2,9.6
E_997,Case_143,Review,2025-01-13T12:43:35.666853,User_4,Branch_B,Morning,Operations,89,2,0.66
E_998,Case_143,Submit,2025-01-13T13:19:35.666853,User_4,Branch_B,Night,Operations,11,1,8.74
E_999,Case_143,Approve,2025-01-13T14:55:35.666853,User_4,Branch_B,Morning,HR,10,3,4.39
E_1000,Case_143,Submit,2025-01-13T15:16:35.666853,User_2,Headquarters,Afternoon,Operations,120,4,3.68
E_1001,Case_143,Finalize,2025-01-13T16:43:35.666853,User_3,Branch_B,Morning,Finance,78,5,2.21
E_1002,Case_144,Submit,2025-01-22T10:26:35.666853,User_3,Branch_B,Afternoon,Finance,41,1,6.21
E_1003,Case_144,Archive,2025-01-22T10:43:35.666853,User_1,Branch_C,Afternoon,HR,85,5,2.76
E_1004,Case_144,Review,2025-01-22T11:14:35.666853,User_2,Branch_A,Afternoon,Finance,106,5,4.95
E_1005,Case_144,Submit,2025-01-22T11:31:35.666853,User_2,Branch_C,Night,IT,99,3,4.15
E_1006,Case_144,Approve,2025-01-22T12:56:35.666853,User_1,Branch_A,Afternoon,Operations,87,3,0.42
E_1007,Case_144,Submit,2025-01-22T13:59:35.666853,User_2,Branch_C,Morning,HR,63,2,2.29
E_1008,Case_144,Finalize,2025-01-22T14:02:35.666853,User_4,Branch_A,Night,Finance,8,3,5.2
E_1009,Case_145,Submit,2025-01-27T10:26:35.666853,User_1,Branch_C,Night,HR,98,3,2.78
E_1010,Case_145,Review,2025-01-27T10:33:35.666853,User_4,Branch_B,Morning,Finance,74,5,5.94
E_1011,Case_145,Archive,2025-01-27T10:56:35.666853,User_3,Branch_C,Morning,Operations,101,3,7.03
E_1012,Case_145,Submit,2025-01-27T12:24:35.666853,User_4,Branch_C,Afternoon,HR,113,5,7.63
E_1013,Case_145,Review,2025-01-27T13:53:35.666853,User_4,Branch_A,Morning,Operations,5,2,8.11
E_1014,Case_145,Submit,2025-01-27T14:39:35.666853,User_3,Branch_B,Morning,IT,9,1,0.42
E_1015,Case_145,Approve,2025-01-27T16:34:35.666853,User_1,Branch_B,Night,Finance,49,1,9.31
E_1016,Case_146,Submit,2025-01-25T10:26:35.666853,User_4,Branch_B,Afternoon,HR,82,2,8.66
E_1017,Case_146,Archive,2025-01-25T10:48:35.666853,User_2,Branch_B,Morning,Finance,117,4,5.78
E_1018,Case_146,Review,2025-01-25T12:25:35.666853,User_2,Branch_C,Morning,Finance,80,2,0.75
E_1019,Case_146,Submit,2025-01-25T13:13:35.666853,User_2,Branch_B,Night,HR,57,3,9.16
E_1020,Case_146,Approve,2025-01-25T13:15:35.666853,User_4,Branch_C,Night,Finance,67,5,5.67
E_1021,Case_146,Submit,2025-01-25T15:10:35.666853,User_1,Headquarters,Afternoon,Operations,102,1,3.0
E_1022,Case_146,Finalize,2025-01-25T16:47:35.666853,User_3,Branch_A,Morning,Finance,35,2,5.07
E_1023,Case_147,Submit,2025-01-27T10:26:35.666853,User_2,Headquarters,Morning,IT,70,1,1.34
E_1024,Case_147,Submit,2025-01-27T11:48:35.666853,User_1,Branch_C,Afternoon,Operations,102,4,7.91
E_1025,Case_147,Review,2025-01-27T13:30:35.666853,User_1,Branch_A,Night,Operations,45,1,6.32
E_1026,Case_147,Submit,2025-01-27T14:20:35.666853,User_3,Headquarters,Night,Finance,62,3,4.05
E_1027,Case_147,Approve,2025-01-27T14:37:35.666853,User_1,Branch_A,Night,IT,115,3,1.02
E_1028,Case_147,Submit,2025-01-27T14:51:35.666853,User_4,Branch_C,Night,Operations,82,1,1.06
E_1029,Case_147,Finalize,2025-01-27T16:16:35.666853,User_1,Branch_C,Morning,IT,110,4,5.14
E_1030,Case_148,Submit,2025-01-25T10:26:35.666853,User_2,Branch_A,Night,Finance,77,3,6.3
E_1031,Case_148,Submit,2025-01-25T11:11:35.666853,User_4,Branch_C,Afternoon,IT,33,4,2.29
E_1032,Case_148,Review,2025-01-25T12:45:35.666853,User_1,Branch_B,Afternoon,HR,20,1,5.45
E_1033,Case_148,Submit,2025-01-25T13:44:35.666853,User_2,Headquarters,Night,IT,23,3,4.93
E_1034,Case_148,Approve,2025-01-25T14:57:35.666853,User_3,Branch_C,Night,Finance,69,3,8.55
E_1035,Case_148,Submit,2025-01-25T15:34:35.666853,User_4,Headquarters,Morning,IT,87,3,4.76
E_1036,Case_148,Finalize,2025-01-25T16:04:35.666853,User_4,Branch_B,Morning,IT,23,2,3.47
E_1037,Case_149,Submit,2025-02-02T10:26:35.666853,User_3,Branch_B,Night,IT,5,4,3.38
E_1038,Case_149,Review,2025-02-02T10:40:35.666853,User_2,Branch_B,Morning,Operations,11,1,0.29
E_1039,Case_149,Archive,2025-02-02T12:33:35.666853,User_2,Branch_A,Afternoon,Operations,6,4,4.83
E_1040,Case_149,Submit,2025-02-02T12:34:35.666853,User_3,Branch_C,Afternoon,HR,117,5,8.75
E_1041,Case_149,Approve,2025-02-02T14:30:35.666853,User_2,Branch_B,Afternoon,Operations,84,4,9.26
E_1042,Case_149,Submit,2025-02-02T15:19:35.666853,User_3,Branch_B,Morning,IT,85,3,0.87
E_1043,Case_149,Finalize,2025-02-02T15:35:35.666853,User_2,Branch_B,Morning,Finance,1,4,8.3
E_99,Case_15,Submit,2025-01-28T10:26:35.666853,User_3,Branch_B,Afternoon,Operations,11,2,8.13
E_100,Case_15,Submit,2025-01-28T12:17:35.666853,User_3,Branch_C,Afternoon,HR,85,4,8.17
E_101,Case_15,Review,2025-01-28T12:50:35.666853,User_2,Branch_C,Morning,Operations,94,5,9.7
E_102,Case_15,Submit,2025-01-28T14:07:35.666853,User_4,Headquarters,Morning,Operations,45,3,2.88
E_103,Case_15,Approve,2025-01-28T15:27:35.666853,User_3,Branch_C,Afternoon,HR,74,2,2.05
E_104,Case_15,Submit,2025-01-28T17:27:35.666853,User_1,Branch_A,Morning,IT,36,2,2.09
E_105,Case_15,Finalize,2025-01-28T18:32:35.666853,User_2,Headquarters,Afternoon,Operations,53,2,6.03
E_1044,Case_150,Submit,2025-01-17T10:26:35.666853,User_4,Branch_B,Night,Operations,76,3,3.16
E_1045,Case_150,Review,2025-01-17T11:52:35.666853,User_3,Branch_B,Afternoon,Finance,16,1,9.85
E_1046,Case_150,Archive,2025-01-17T13:46:35.666853,User_2,Branch_C,Morning,Operations,41,5,2.55
E_1047,Case_150,Submit,2025-01-17T14:12:35.666853,User_3,Branch_A,Morning,Operations,56,3,2.83
E_1048,Case_150,Approve,2025-01-17T15:56:35.666853,User_1,Branch_B,Morning,Finance,37,4,1.07
E_1049,Case_150,Submit,2025-01-17T17:21:35.666853,User_3,Branch_A,Afternoon,HR,23,1,8.64
E_1050,Case_150,Finalize,2025-01-17T18:55:35.666853,User_4,Branch_C,Night,IT,4,1,3.68
E_1051,Case_151,Submit,2025-02-08T10:26:35.666853,User_2,Headquarters,Morning,Operations,70,2,5.44
E_1052,Case_151,Archive,2025-02-08T11:08:35.666853,User_4,Branch_A,Afternoon,Finance,22,5,7.68
E_1053,Case_151,Submit,2025-02-08T12:04:35.666853,User_1,Branch_C,Afternoon,HR,48,2,3.72
E_1054,Case_151,Review,2025-02-08T13:09:35.666853,User_2,Branch_B,Night,HR,59,1,2.15
E_1055,Case_151,Submit,2025-02-08T13:20:35.666853,User_4,Headquarters,Afternoon,Finance,113,5,8.71
E_1056,Case_151,Approve,2025-02-08T14:02:35.666853,User_1,Branch_C,Afternoon,IT,89,5,8.21
E_1057,Case_151,Finalize,2025-02-08T14:29:35.666853,User_2,Branch_A,Morning,HR,120,3,6.46
E_1058,Case_152,Submit,2025-01-29T10:26:35.666853,User_2,Branch_C,Night,IT,9,5,1.03
E_1059,Case_152,Archive,2025-01-29T10:50:35.666853,User_4,Branch_B,Afternoon,IT,114,3,7.19
E_1060,Case_152,Review,2025-01-29T11:21:35.666853,User_2,Branch_C,Morning,Finance,5,5,5.57
E_1061,Case_152,Submit,2025-01-29T12:11:35.666853,User_1,Branch_C,Night,Finance,50,2,7.25
E_1062,Case_152,Approve,2025-01-29T13:31:35.666853,User_2,Branch_C,Afternoon,Finance,115,2,5.0
E_1063,Case_152,Submit,2025-01-29T14:02:35.666853,User_3,Headquarters,Night,HR,49,3,3.35
E_1064,Case_152,Finalize,2025-01-29T14:40:35.666853,User_2,Branch_B,Night,HR,112,5,4.31
E_1065,Case_153,Submit,2025-01-25T10:26:35.666853,User_3,Branch_A,Afternoon,Operations,32,5,7.88
E_1066,Case_153,Archive,2025-01-25T11:54:35.666853,User_1,Headquarters,Afternoon,HR,2,5,6.87
E_1067,Case_153,Review,2025-01-25T12:39:35.666853,User_1,Branch_C,Morning,Operations,98,5,6.5
E_1068,Case_153,Submit,2025-01-25T14:02:35.666853,User_2,Branch_A,Afternoon,Finance,119,3,4.07
E_1069,Case_153,Approve,2025-01-25T14:16:35.666853,User_4,Branch_A,Morning,Finance,114,1,5.57
E_1070,Case_153,Submit,2025-01-25T15:05:35.666853,User_3,Headquarters,Morning,Operations,56,4,7.35
E_1071,Case_153,Finalize,2025-01-25T15:55:35.666853,User_3,Headquarters,Night,Finance,74,5,5.68
E_1072,Case_154,Submit,2025-01-11T10:26:35.666853,User_1,Branch_A,Afternoon,IT,6,3,8.21
E_1073,Case_154,Archive,2025-01-11T10:44:35.666853,User_4,Branch_C,Night,HR,94,5,5.6
E_1074,Case_154,Submit,2025-01-11T11:21:35.666853,User_1,Branch_C,Morning,HR,9,5,2.4
E_1075,Case_154,Review,2025-01-11T12:16:35.666853,User_3,Branch_B,Morning,IT,26,2,2.91
E_1076,Case_154,Submit,2025-01-11T13:04:35.666853,User_3,Branch_B,Morning,IT,24,4,8.74
E_1077,Case_154,Approve,2025-01-11T13:08:35.666853,User_3,Branch_C,Afternoon,Finance,103,1,0.19
E_1078,Case_154,Finalize,2025-01-11T14:04:35.666853,User_1,Branch_B,Afternoon,HR,41,4,3.05
E_1079,Case_155,Submit,2025-01-11T10:26:35.666853,User_3,Branch_A,Afternoon,HR,76,3,7.88
E_1080,Case_155,Review,2025-01-11T10:39:35.666853,User_3,Branch_C,Night,Operations,86,1,1.25
E_1081,Case_155,Archive,2025-01-11T12:35:35.666853,User_2,Headquarters,Morning,Operations,103,5,8.25
E_1082,Case_155,Submit,2025-01-11T14:34:35.666853,User_1,Branch_B,Afternoon,Finance,87,3,3.02
E_1083,Case_155,Approve,2025-01-11T15:07:35.666853,User_4,Branch_C,Morning,Finance,103,3,7.0
E_1084,Case_155,Submit,2025-01-11T15:41:35.666853,User_2,Headquarters,Night,Finance,79,2,9.9
E_1085,Case_155,Finalize,2025-01-11T15:56:35.666853,User_4,Branch_B,Afternoon,Operations,85,5,1.16
E_1086,Case_156,Submit,2025-01-18T10:26:35.666853,User_4,Headquarters,Night,IT,76,1,4.0
E_1087,Case_156,Review,2025-01-18T10:49:35.666853,User_1,Branch_C,Morning,Operations,49,1,1.37
E_1088,Case_156,Archive,2025-01-18T10:51:35.666853,User_1,Branch_C,Night,Operations,107,4,3.47
E_1089,Case_156,Submit,2025-01-18T11:38:35.666853,User_2,Headquarters,Morning,IT,65,5,4.36
E_1090,Case_156,Approve,2025-01-18T13:08:35.666853,User_4,Branch_B,Afternoon,Operations,100,2,1.91
E_1091,Case_156,Submit,2025-01-18T14:24:35.666853,User_3,Branch_B,Afternoon,Finance,107,5,1.97
E_1092,Case_156,Finalize,2025-01-18T15:49:35.666853,User_1,Branch_A,Morning,IT,106,4,2.92
E_1093,Case_157,Submit,2025-01-21T10:26:35.666853,User_3,Branch_B,Morning,IT,49,3,3.81
E_1094,Case_157,Archive,2025-01-21T11:54:35.666853,User_1,Branch_C,Afternoon,IT,115,5,8.89
E_1095,Case_157,Review,2025-01-21T12:16:35.666853,User_4,Headquarters,Afternoon,IT,78,5,1.94
E_1096,Case_157,Submit,2025-01-21T13:15:35.666853,User_3,Headquarters,Afternoon,Operations,43,3,5.2
E_1097,Case_157,Approve,2025-01-21T14:48:35.666853,User_2,Headquarters,Morning,Operations,112,1,2.26
E_1098,Case_157,Submit,2025-01-21T15:26:35.666853,User_2,Branch_C,Morning,HR,69,5,5.09
E_1099,Case_157,Finalize,2025-01-21T16:45:35.666853,User_1,Branch_A,Night,Operations,92,5,0.31
E_1100,Case_158,Submit,2025-01-26T10:26:35.666853,User_3,Branch_C,Morning,Operations,73,1,0.25
E_1101,Case_158,Archive,2025-01-26T12:22:35.666853,User_1,Branch_A,Afternoon,Finance,119,2,5.81
E_1102,Case_158,Submit,2025-01-26T13:47:35.666853,User_2,Headquarters,Night,Finance,100,4,7.28
E_1103,Case_158,Review,2025-01-26T14:09:35.666853,User_1,Branch_B,Night,Finance,8,5,1.43
E_1104,Case_158,Submit,2025-01-26T14:34:35.666853,User_1,Headquarters,Night,Finance,109,3,9.07
E_1105,Case_158,Approve,2025-01-26T14:47:35.666853,User_1,Branch_B,Night,HR,36,3,2.47
E_1106,Case_158,Finalize,2025-01-26T15:38:35.666853,User_2,Branch_B,Night,Operations,22,5,4.3
E_1107,Case_159,Submit,2025-01-20T10:26:35.666853,User_3,Branch_A,Morning,Finance,8,2,8.65
E_1108,Case_159,Archive,2025-01-20T12:07:35.666853,User_3,Branch_C,Afternoon,Finance,91,1,3.35
E_1109,Case_159,Review,2025-01-20T13:38:35.666853,User_3,Branch_B,Night,IT,27,4,6.54
E_1110,Case_159,Submit,2025-01-20T14:46:35.666853,User_3,Headquarters,Night,Finance,50,2,8.78
E_1111,Case_159,Approve,2025-01-20T16:42:35.666853,User_3,Branch_C,Afternoon,IT,78,5,2.19
E_1112,Case_159,Submit,2025-01-20T18:06:35.666853,User_4,Headquarters,Night,HR,99,4,3.08
E_1113,Case_159,Finalize,2025-01-20T18:53:35.666853,User_3,Branch_C,Morning,Finance,21,2,7.52
E_106,Case_16,Submit,2025-01-28T10:26:35.666853,User_2,Branch_C,Afternoon,Finance,106,2,8.94
E_107,Case_16,Review,2025-01-28T12:18:35.666853,User_4,Branch_B,Morning,Operations,76,2,1.88
E_108,Case_16,Archive,2025-01-28T13:59:35.666853,User_3,Branch_B,Afternoon,Operations,115,3,6.72
E_109,Case_16,Submit,2025-01-28T15:21:35.666853,User_4,Branch_A,Afternoon,HR,107,5,2.02
E_110,Case_16,Approve,2025-01-28T16:21:35.666853,User_2,Branch_B,Afternoon,IT,92,5,1.48
E_111,Case_16,Submit,2025-01-28T16:58:35.666853,User_1,Branch_C,Night,IT,87,3,7.29
E_112,Case_16,Finalize,2025-01-28T18:35:35.666853,User_1,Branch_A,Morning,Operations,54,3,3.82
E_1114,Case_160,Submit,2025-01-12T10:26:35.666853,User_2,Headquarters,Night,IT,52,3,8.61
E_1115,Case_160,Submit,2025-01-12T11:59:35.666853,User_3,Branch_C,Night,HR,97,2,1.67
E_1116,Case_160,Review,2025-01-12T13:33:35.666853,User_1,Branch_B,Night,Finance,55,4,4.17
E_1117,Case_160,Submit,2025-01-12T14:20:35.666853,User_3,Branch_C,Morning,Finance,62,4,6.8
E_1118,Case_160,Approve,2025-01-12T15:25:35.666853,User_2,Headquarters,Afternoon,HR,76,5,6.98
E_1119,Case_160,Submit,2025-01-12T16:17:35.666853,User_1,Branch_B,Night,Finance,26,3,3.79
E_1120,Case_160,Finalize,2025-01-12T16:27:35.666853,User_4,Branch_A,Night,IT,8,2,0.11
E_1121,Case_161,Submit,2025-01-13T10:26:35.666853,User_2,Branch_B,Afternoon,IT,97,2,6.46
E_1122,Case_161,Submit,2025-01-13T11:12:35.666853,User_2,Branch_C,Afternoon,Operations,80,4,0.12
E_1123,Case_161,Review,2025-01-13T11:42:35.666853,User_1,Branch_B,Afternoon,HR,47,1,5.93
E_1124,Case_161,Submit,2025-01-13T12:13:35.666853,User_1,Branch_C,Night,HR,81,1,2.58
E_1125,Case_161,Approve,2025-01-13T13:36:35.666853,User_4,Branch_C,Night,HR,112,1,0.56
E_1126,Case_161,Submit,2025-01-13T14:45:35.666853,User_1,Branch_A,Night,Operations,113,4,8.04
E_1127,Case_161,Finalize,2025-01-13T15:48:35.666853,User_2,Branch_C,Morning,Finance,95,2,0.62
E_1128,Case_162,Submit,2025-02-10T10:26:35.666853,User_2,Branch_A,Night,IT,86,4,6.01
E_1129,Case_162,Archive,2025-02-10T11:46:35.666853,User_2,Branch_A,Morning,Finance,114,1,3.75
E_1130,Case_162,Submit,2025-02-10T12:28:35.666853,User_2,Branch_B,Night,Finance,114,3,9.73
E_1131,Case_162,Review,2025-02-10T13:56:35.666853,User_3,Headquarters,Afternoon,HR,4,5,9.16
E_1132,Case_162,Submit,2025-02-10T14:41:35.666853,User_3,Headquarters,Morning,IT,98,4,3.12
E_1133,Case_162,Approve,2025-02-10T15:49:35.666853,User_4,Branch_C,Morning,Operations,104,1,0.41
E_1134,Case_162,Finalize,2025-02-10T16:57:35.666853,User_2,Branch_A,Morning,HR,76,5,9.47
E_1135,Case_163,Submit,2025-01-13T10:26:35.666853,User_1,Headquarters,Night,HR,83,3,2.44
E_1136,Case_163,Review,2025-01-13T10:51:35.666853,User_2,Branch_A,Night,HR,108,5,0.65
E_1137,Case_163,Archive,2025-01-13T10:56:35.666853,User_4,Headquarters,Morning,IT,91,2,3.77
E_1138,Case_163,Submit,2025-01-13T11:36:35.666853,User_4,Headquarters,Night,Operations,120,3,2.5
E_1139,Case_163,Approve,2025-01-13T13:20:35.666853,User_4,Branch_A,Afternoon,Operations,76,1,2.95
E_1140,Case_163,Submit,2025-01-13T14:39:35.666853,User_4,Headquarters,Afternoon,Operations,22,4,6.93
E_1141,Case_163,Finalize,2025-01-13T16:21:35.666853,User_4,Branch_B,Night,HR,109,3,7.08
