EventID,case:concept:name,concept:name,time:timestamp,refined_concept:name
2375,Case_825,A,2023-01-09 21:44:00+00:00,A
2376,Case_552,A,2023-01-09 21:50:00+00:00,A
2377,Case_825,F,2023-01-09 21:58:00+00:00,F
2378,Case_552,F,2023-01-09 22:05:00+00:00,F
2379,Case_450,A,2023-01-09 22:07:00+00:00,A
2380,Case_825,A,2023-01-09 22:48:00+00:00,A
2381,Case_552,A,2023-01-09 23:05:00+00:00,A
2382,Case_487,A,2023-01-09 23:12:00+00:00,A
2383,Case_487,C,2023-01-09 23:36:00+00:00,C
2384,Case_487,B1,2023-01-09 23:38:00+00:00,B1
2385,Case_487,D,2023-01-09 23:41:00+00:00,D
2386,Case_915,A,2023-01-10 00:04:00+00:00,A
2387,Case_487,B2,2023-01-10 00:07:00+00:00,B2
2388,Case_915,C,2023-01-10 00:21:00+00:00,C
2389,Case_915,D,2023-01-10 00:23:00+00:00,D
2390,Case_915,B1,2023-01-10 00:25:00+00:00,B1
2391,Case_711,A,2023-01-10 00:37:00+00:00,A
2392,Case_487,A,2023-01-10 00:41:00+00:00,A
2393,Case_487,F,2023-01-10 00:55:00+00:00,F
2394,Case_711,C,2023-01-10 00:55:00+00:00,C
2395,Case_711,D,2023-01-10 00:56:00+00:00,D
2396,Case_711,B1,2023-01-10 00:57:00+00:00,B1
2397,Case_915,B2,2023-01-10 01:01:00+00:00,B2
2398,Case_22,A,2023-01-10 01:11:00+00:00,A
2399,Case_161,A,2023-01-10 01:15:00+00:00,A
2400,Case_711,B2,2023-01-10 01:18:00+00:00,B2
2401,Case_22,C,2023-01-10 01:24:00+00:00,C
2402,Case_161,C,2023-01-10 01:25:00+00:00,C
2403,Case_22,B1,2023-01-10 01:27:00+00:00,B1
2404,Case_22,D,2023-01-10 01:28:00+00:00,D
2405,Case_161,B1,2023-01-10 01:29:00+00:00,B1
2406,Case_161,D,2023-01-10 01:29:00+00:00,D
2407,Case_540,A,2023-01-10 01:30:00+00:00,A
2408,Case_487,A,2023-01-10 01:33:00+00:00,A
2409,Case_540,C,2023-01-10 01:41:00+00:00,C
2410,Case_540,B1,2023-01-10 01:44:00+00:00,B1
2411,Case_685,A,2023-01-10 01:45:00+00:00,A
2412,Case_540,D,2023-01-10 01:46:00+00:00,D
2413,Case_161,B2,2023-01-10 01:50:00+00:00,B2
2414,Case_443,A,2023-01-10 01:59:00+00:00,A
2415,Case_915,A,2023-01-10 02:01:00+00:00,A
2416,Case_685,C,2023-01-10 02:10:00+00:00,C
2417,Case_22,B2,2023-01-10 02:11:00+00:00,B2
2418,Case_685,D,2023-01-10 02:11:00+00:00,D
2419,Case_685,B1,2023-01-10 02:15:00+00:00,B1
2420,Case_443,C,2023-01-10 02:16:00+00:00,C
2421,Case_443,B1,2023-01-10 02:18:00+00:00,B1
2422,Case_540,B2,2023-01-10 02:19:00+00:00,B2
2423,Case_443,D,2023-01-10 02:21:00+00:00,D
2424,Case_161,A,2023-01-10 02:21:00+00:00,A
2425,Case_711,A,2023-01-10 02:23:00+00:00,A
2426,Case_915,F,2023-01-10 02:31:00+00:00,F
2427,Case_685,B2,2023-01-10 02:34:00+00:00,B2
2428,Case_711,F,2023-01-10 02:37:00+00:00,F
2429,Case_161,F,2023-01-10 02:39:00+00:00,F
2430,Case_443,B2,2023-01-10 02:45:00+00:00,B2
2431,Case_540,A,2023-01-10 02:57:00+00:00,A
2432,Case_22,A,2023-01-10 03:07:00+00:00,A
2433,Case_685,A,2023-01-10 03:20:00+00:00,A
2434,Case_540,F,2023-01-10 03:22:00+00:00,F
2435,Case_161,A,2023-01-10 03:23:00+00:00,A
2436,Case_22,E1,2023-01-10 03:30:00+00:00,E1
2437,Case_711,A,2023-01-10 03:33:00+00:00,A
2438,Case_685,E1,2023-01-10 03:36:00+00:00,E1
2439,Case_443,A,2023-01-10 03:36:00+00:00,A
2440,Case_195,A,2023-01-10 03:42:00+00:00,A
2441,Case_915,A,2023-01-10 03:43:00+00:00,A
2442,Case_443,E1,2023-01-10 04:01:00+00:00,E1
2443,Case_22,E2,2023-01-10 04:02:00+00:00,E2
2444,Case_195,C,2023-01-10 04:10:00+00:00,C
2445,Case_195,D,2023-01-10 04:13:00+00:00,D
2446,Case_195,B1,2023-01-10 04:14:00+00:00,B1
2447,Case_685,E2,2023-01-10 04:21:00+00:00,E2
2448,Case_540,A,2023-01-10 04:32:00+00:00,A
2449,Case_22,A,2023-01-10 04:32:00+00:00,A
2450,Case_195,B2,2023-01-10 04:34:00+00:00,B2
2451,Case_443,E2,2023-01-10 04:36:00+00:00,E2
2452,Case_685,A,2023-01-10 04:52:00+00:00,A
2453,Case_443,A,2023-01-10 05:02:00+00:00,A
2454,Case_195,A,2023-01-10 05:12:00+00:00,A
2455,Case_195,E1,2023-01-10 05:32:00+00:00,E1
2456,Case_195,E2,2023-01-10 05:52:00+00:00,E2
2457,Case_380,A,2023-01-10 06:22:00+00:00,A
2458,Case_195,A,2023-01-10 06:32:00+00:00,A
2459,Case_380,C,2023-01-10 06:40:00+00:00,C
2460,Case_380,D,2023-01-10 06:44:00+00:00,D
2461,Case_380,B1,2023-01-10 06:44:00+00:00,B1
2462,Case_331,A,2023-01-10 07:06:00+00:00,A
2463,Case_331,C,2023-01-10 07:23:00+00:00,C
2464,Case_380,B2,2023-01-10 07:23:00+00:00,B2
2465,Case_331,D,2023-01-10 07:28:00+00:00,D
2466,Case_331,B1,2023-01-10 07:30:00+00:00,B1
2467,Case_331,B2,2023-01-10 07:46:00+00:00,B2
2468,Case_380,A,2023-01-10 08:20:00+00:00,A
2469,Case_380,E1,2023-01-10 08:37:00+00:00,E1
2470,Case_331,A,2023-01-10 08:43:00+00:00,A
2471,Case_380,E2,2023-01-10 09:00:00+00:00,E2
2472,Case_331,E1,2023-01-10 09:11:00+00:00,E1
2473,Case_380,A,2023-01-10 09:22:00+00:00,A
2474,Case_618,A,2023-01-10 09:55:00+00:00,A
2475,Case_331,E2,2023-01-10 09:56:00+00:00,E2
2476,Case_618,C,2023-01-10 10:16:00+00:00,C
2477,Case_618,D,2023-01-10 10:18:00+00:00,D
2478,Case_618,B1,2023-01-10 10:19:00+00:00,B1
2479,Case_331,A,2023-01-10 10:23:00+00:00,A
2480,Case_618,B2,2023-01-10 10:52:00+00:00,B2
2481,Case_888,A,2023-01-10 10:57:00+00:00,A
2482,Case_888,C,2023-01-10 11:18:00+00:00,C
2483,Case_888,B1,2023-01-10 11:21:00+00:00,B1
2484,Case_888,D,2023-01-10 11:23:00+00:00,D
2485,Case_618,A,2023-01-10 11:45:00+00:00,A
2486,Case_888,B2,2023-01-10 11:54:00+00:00,B2
2487,Case_618,E1,2023-01-10 12:06:00+00:00,E1
2488,Case_618,E2,2023-01-10 12:26:00+00:00,E2
2489,Case_888,A,2023-01-10 12:48:00+00:00,A
2490,Case_74,A,2023-01-10 12:50:00+00:00,A
2491,Case_74,C,2023-01-10 13:01:00+00:00,C
2492,Case_74,D,2023-01-10 13:02:00+00:00,D
2493,Case_618,A,2023-01-10 13:03:00+00:00,A
2494,Case_74,B1,2023-01-10 13:07:00+00:00,B1
2495,Case_888,E1,2023-01-10 13:13:00+00:00,E1
2496,Case_419,A,2023-01-10 13:27:00+00:00,A
2497,Case_74,B2,2023-01-10 13:29:00+00:00,B2
2498,Case_516,A,2023-01-10 13:34:00+00:00,A
2499,Case_888,E2,2023-01-10 13:38:00+00:00,E2
2500,Case_516,C,2023-01-10 13:48:00+00:00,C
2501,Case_516,D,2023-01-10 13:49:00+00:00,D
2502,Case_74,A,2023-01-10 13:50:00+00:00,A
2503,Case_516,B1,2023-01-10 13:52:00+00:00,B1
2504,Case_419,C,2023-01-10 13:56:00+00:00,C
2505,Case_419,D,2023-01-10 13:58:00+00:00,D
2506,Case_378,A,2023-01-10 14:03:00+00:00,A
2507,Case_419,B1,2023-01-10 14:03:00+00:00,B1
2508,Case_888,A,2023-01-10 14:08:00+00:00,A
2509,Case_74,F,2023-01-10 14:16:00+00:00,F
2510,Case_419,B2,2023-01-10 14:23:00+00:00,B2
2511,Case_98,A,2023-01-10 14:26:00+00:00,A
2512,Case_890,A,2023-01-10 14:29:00+00:00,A
2513,Case_378,C,2023-01-10 14:31:00+00:00,C
2514,Case_378,D,2023-01-10 14:34:00+00:00,D
2515,Case_378,B1,2023-01-10 14:35:00+00:00,B1
2516,Case_516,B2,2023-01-10 14:37:00+00:00,B2
2517,Case_890,C,2023-01-10 14:44:00+00:00,C
2518,Case_890,D,2023-01-10 14:47:00+00:00,D
2519,Case_890,B1,2023-01-10 14:51:00+00:00,B1
2520,Case_378,B2,2023-01-10 14:54:00+00:00,B2
2521,Case_98,C,2023-01-10 14:56:00+00:00,C
2522,Case_98,D,2023-01-10 14:58:00+00:00,D
2523,Case_98,B1,2023-01-10 15:02:00+00:00,B1
2524,Case_419,A,2023-01-10 15:03:00+00:00,A
2525,Case_516,A,2023-01-10 15:07:00+00:00,A
2526,Case_664,A,2023-01-10 15:11:00+00:00,A
2527,Case_74,A,2023-01-10 15:12:00+00:00,A
2528,Case_419,F,2023-01-10 15:14:00+00:00,F
2529,Case_890,B2,2023-01-10 15:15:00+00:00,B2
2530,Case_193,A,2023-01-10 15:20:00+00:00,A
2531,Case_378,A,2023-01-10 15:24:00+00:00,A
2532,Case_516,E1,2023-01-10 15:28:00+00:00,E1
2533,Case_193,C,2023-01-10 15:33:00+00:00,C
2534,Case_193,B1,2023-01-10 15:37:00+00:00,B1
2535,Case_193,D,2023-01-10 15:37:00+00:00,D
2536,Case_98,B2,2023-01-10 15:39:00+00:00,B2
2537,Case_664,C,2023-01-10 15:39:00+00:00,C
2538,Case_767,A,2023-01-10 15:41:00+00:00,A
2539,Case_664,B1,2023-01-10 15:42:00+00:00,B1
2540,Case_664,D,2023-01-10 15:44:00+00:00,D
2541,Case_378,E1,2023-01-10 15:47:00+00:00,E1
2542,Case_767,C,2023-01-10 15:56:00+00:00,C
2543,Case_767,D,2023-01-10 15:57:00+00:00,D
2544,Case_890,A,2023-01-10 15:58:00+00:00,A
2545,Case_767,B1,2023-01-10 16:03:00+00:00,B1
2546,Case_516,E2,2023-01-10 16:09:00+00:00,E2
2547,Case_890,E1,2023-01-10 16:13:00+00:00,E1
2548,Case_101,A,2023-01-10 16:14:00+00:00,A
2549,Case_193,B2,2023-01-10 16:15:00+00:00,B2
2550,Case_664,B2,2023-01-10 16:16:00+00:00,B2
2551,Case_419,A,2023-01-10 16:26:00+00:00,A
2552,Case_101,C,2023-01-10 16:31:00+00:00,C
2553,Case_101,D,2023-01-10 16:32:00+00:00,D
2554,Case_101,B1,2023-01-10 16:35:00+00:00,B1
2555,Case_516,A,2023-01-10 16:36:00+00:00,A
2556,Case_378,E2,2023-01-10 16:37:00+00:00,E2
2557,Case_98,A,2023-01-10 16:38:00+00:00,A
2558,Case_767,B2,2023-01-10 16:38:00+00:00,B2
2559,Case_349,A,2023-01-10 16:49:00+00:00,A
2560,Case_664,A,2023-01-10 16:56:00+00:00,A
2561,Case_98,F,2023-01-10 16:59:00+00:00,F
2562,Case_193,A,2023-01-10 17:02:00+00:00,A
2563,Case_890,E2,2023-01-10 17:03:00+00:00,E2
2564,Case_378,A,2023-01-10 17:07:00+00:00,A
2565,Case_349,C,2023-01-10 17:12:00+00:00,C
2566,Case_101,B2,2023-01-10 17:15:00+00:00,B2
2567,Case_349,D,2023-01-10 17:16:00+00:00,D
2568,Case_349,B1,2023-01-10 17:17:00+00:00,B1
2569,Case_767,A,2023-01-10 17:19:00+00:00,A
2570,Case_193,F,2023-01-10 17:19:00+00:00,F
2571,Case_664,F,2023-01-10 17:25:00+00:00,F
2572,Case_525,A,2023-01-10 17:25:00+00:00,A
2573,Case_278,A,2023-01-10 17:28:00+00:00,A
2574,Case_890,A,2023-01-10 17:40:00+00:00,A
2575,Case_278,C,2023-01-10 17:41:00+00:00,C
2576,Case_609,A,2023-01-10 17:41:00+00:00,A
2577,Case_767,F,2023-01-10 17:43:00+00:00,F
2578,Case_349,B2,2023-01-10 17:43:00+00:00,B2
2579,Case_278,D,2023-01-10 17:44:00+00:00,D
2580,Case_101,A,2023-01-10 17:45:00+00:00,A
2581,Case_278,B1,2023-01-10 17:46:00+00:00,B1
2582,Case_525,C,2023-01-10 17:53:00+00:00,C
2583,Case_101,F,2023-01-10 17:55:00+00:00,F
2584,Case_525,D,2023-01-10 17:55:00+00:00,D
2585,Case_525,B1,2023-01-10 17:58:00+00:00,B1
2586,Case_227,A,2023-01-10 18:00:00+00:00,A
2587,Case_278,B2,2023-01-10 18:06:00+00:00,B2
2588,Case_609,C,2023-01-10 18:10:00+00:00,C
2589,Case_98,A,2023-01-10 18:11:00+00:00,A
2590,Case_609,B1,2023-01-10 18:12:00+00:00,B1
2591,Case_227,C,2023-01-10 18:13:00+00:00,C
2592,Case_609,D,2023-01-10 18:14:00+00:00,D
2593,Case_193,A,2023-01-10 18:14:00+00:00,A
2594,Case_227,D,2023-01-10 18:15:00+00:00,D
2595,Case_525,B2,2023-01-10 18:15:00+00:00,B2
2596,Case_227,B1,2023-01-10 18:18:00+00:00,B1
2597,Case_278,A,2023-01-10 18:30:00+00:00,A
2598,Case_767,A,2023-01-10 18:31:00+00:00,A
2599,Case_664,A,2023-01-10 18:36:00+00:00,A
2600,Case_349,A,2023-01-10 18:37:00+00:00,A
2601,Case_609,B2,2023-01-10 18:40:00+00:00,B2
2602,Case_227,B2,2023-01-10 18:55:00+00:00,B2
2603,Case_278,E1,2023-01-10 18:57:00+00:00,E1
2604,Case_101,A,2023-01-10 18:58:00+00:00,A
2605,Case_349,F,2023-01-10 18:59:00+00:00,F
2606,Case_525,A,2023-01-10 19:04:00+00:00,A
2607,Case_36,A,2023-01-10 19:10:00+00:00,A
2608,Case_278,E2,2023-01-10 19:19:00+00:00,E2
2609,Case_525,F,2023-01-10 19:23:00+00:00,F
2610,Case_609,A,2023-01-10 19:24:00+00:00,A
2611,Case_36,C,2023-01-10 19:29:00+00:00,C
2612,Case_36,D,2023-01-10 19:30:00+00:00,D
2613,Case_36,B1,2023-01-10 19:34:00+00:00,B1
2614,Case_278,A,2023-01-10 19:44:00+00:00,A
2615,Case_227,A,2023-01-10 19:50:00+00:00,A
2616,Case_609,E1,2023-01-10 19:53:00+00:00,E1
2617,Case_349,A,2023-01-10 20:04:00+00:00,A
2618,Case_36,B2,2023-01-10 20:07:00+00:00,B2
2619,Case_525,A,2023-01-10 20:14:00+00:00,A
2620,Case_227,F,2023-01-10 20:17:00+00:00,F
2621,Case_609,E2,2023-01-10 20:18:00+00:00,E2
2622,Case_817,A,2023-01-10 20:20:00+00:00,A
2623,Case_817,C,2023-01-10 20:30:00+00:00,C
2624,Case_817,D,2023-01-10 20:31:00+00:00,D
2625,Case_609,A,2023-01-10 20:34:00+00:00,A
2626,Case_817,B1,2023-01-10 20:37:00+00:00,B1
2627,Case_36,A,2023-01-10 21:02:00+00:00,A
2628,Case_227,A,2023-01-10 21:10:00+00:00,A
2629,Case_817,B2,2023-01-10 21:12:00+00:00,B2
2630,Case_36,F,2023-01-10 21:27:00+00:00,F
2631,Case_294,A,2023-01-10 21:47:00+00:00,A
2632,Case_294,C,2023-01-10 22:03:00+00:00,C
2633,Case_694,A,2023-01-10 22:04:00+00:00,A
2634,Case_294,D,2023-01-10 22:06:00+00:00,D
2635,Case_294,B1,2023-01-10 22:08:00+00:00,B1
2636,Case_817,A,2023-01-10 22:10:00+00:00,A
2637,Case_694,C,2023-01-10 22:22:00+00:00,C
2638,Case_36,A,2023-01-10 22:25:00+00:00,A
2639,Case_694,B1,2023-01-10 22:25:00+00:00,B1
2640,Case_694,D,2023-01-10 22:27:00+00:00,D
2641,Case_817,F,2023-01-10 22:35:00+00:00,F
2642,Case_16,A,2023-01-10 22:48:00+00:00,A
2643,Case_294,B2,2023-01-10 22:50:00+00:00,B2
2644,Case_694,B2,2023-01-10 22:51:00+00:00,B2
2645,Case_562,A,2023-01-10 23:01:00+00:00,A
2646,Case_16,C,2023-01-10 23:06:00+00:00,C
2647,Case_16,B1,2023-01-10 23:09:00+00:00,B1
2648,Case_16,D,2023-01-10 23:10:00+00:00,D
2649,Case_817,A,2023-01-10 23:11:00+00:00,A
2650,Case_562,C,2023-01-10 23:14:00+00:00,C
2651,Case_562,D,2023-01-10 23:17:00+00:00,D
2652,Case_294,A,2023-01-10 23:17:00+00:00,A
2653,Case_562,B1,2023-01-10 23:19:00+00:00,B1
2654,Case_119,A,2023-01-10 23:33:00+00:00,A
2655,Case_694,A,2023-01-10 23:35:00+00:00,A
2656,Case_294,E1,2023-01-10 23:36:00+00:00,E1
2657,Case_636,A,2023-01-10 23:40:00+00:00,A
2658,Case_16,B2,2023-01-10 23:50:00+00:00,B2
2659,Case_636,C,2023-01-10 23:51:00+00:00,C
2660,Case_89,A,2023-01-10 23:52:00+00:00,A
2661,Case_694,F,2023-01-10 23:56:00+00:00,F
2662,Case_636,D,2023-01-10 23:56:00+00:00,D
2663,Case_636,B1,2023-01-10 23:57:00+00:00,B1
2664,Case_562,B2,2023-01-10 23:58:00+00:00,B2
2665,Case_119,C,2023-01-10 23:59:00+00:00,C
2666,Case_119,B1,2023-01-11 00:04:00+00:00,B1
2667,Case_119,D,2023-01-11 00:04:00+00:00,D
2668,Case_89,C,2023-01-11 00:07:00+00:00,C
2669,Case_89,D,2023-01-11 00:09:00+00:00,D
2670,Case_89,B1,2023-01-11 00:10:00+00:00,B1
2671,Case_294,E2,2023-01-11 00:11:00+00:00,E2
2672,Case_16,A,2023-01-11 00:27:00+00:00,A
2673,Case_89,B2,2023-01-11 00:29:00+00:00,B2
2674,Case_213,A,2023-01-11 00:32:00+00:00,A
2675,Case_694,A,2023-01-11 00:33:00+00:00,A
2676,Case_636,B2,2023-01-11 00:33:00+00:00,B2
2677,Case_119,B2,2023-01-11 00:37:00+00:00,B2
2678,Case_294,A,2023-01-11 00:41:00+00:00,A
2679,Case_26,A,2023-01-11 00:46:00+00:00,A
2680,Case_634,A,2023-01-11 00:53:00+00:00,A
2681,Case_16,F,2023-01-11 00:55:00+00:00,F
2682,Case_562,A,2023-01-11 00:55:00+00:00,A
2683,Case_213,C,2023-01-11 00:55:00+00:00,C
2684,Case_213,D,2023-01-11 00:57:00+00:00,D
2685,Case_213,B1,2023-01-11 00:59:00+00:00,B1
2686,Case_634,C,2023-01-11 01:06:00+00:00,C
2687,Case_634,D,2023-01-11 01:08:00+00:00,D
2688,Case_562,E1,2023-01-11 01:12:00+00:00,E1
2689,Case_634,B1,2023-01-11 01:12:00+00:00,B1
2690,Case_119,A,2023-01-11 01:12:00+00:00,A
2691,Case_26,C,2023-01-11 01:13:00+00:00,C
2692,Case_26,D,2023-01-11 01:16:00+00:00,D
2693,Case_26,B1,2023-01-11 01:18:00+00:00,B1
2694,Case_213,B2,2023-01-11 01:24:00+00:00,B2
2695,Case_636,A,2023-01-11 01:32:00+00:00,A
2696,Case_89,A,2023-01-11 01:37:00+00:00,A
2697,Case_119,F,2023-01-11 01:37:00+00:00,F
2698,Case_634,B2,2023-01-11 01:45:00+00:00,B2
2699,Case_636,F,2023-01-11 01:46:00+00:00,F
2700,Case_562,E2,2023-01-11 01:58:00+00:00,E2
2701,Case_89,F,2023-01-11 02:00:00+00:00,F
2702,Case_213,A,2023-01-11 02:00:00+00:00,A
2703,Case_26,B2,2023-01-11 02:02:00+00:00,B2
2704,Case_791,A,2023-01-11 02:02:00+00:00,A
2705,Case_213,F,2023-01-11 02:12:00+00:00,F
2706,Case_16,A,2023-01-11 02:14:00+00:00,A
2707,Case_791,C,2023-01-11 02:15:00+00:00,C
2708,Case_791,D,2023-01-11 02:18:00+00:00,D
2709,Case_791,B1,2023-01-11 02:19:00+00:00,B1
2710,Case_26,A,2023-01-11 02:22:00+00:00,A
2711,Case_562,A,2023-01-11 02:25:00+00:00,A
2712,Case_119,A,2023-01-11 02:37:00+00:00,A
2713,Case_634,A,2023-01-11 02:42:00+00:00,A
2714,Case_636,A,2023-01-11 02:49:00+00:00,A
2715,Case_26,E1,2023-01-11 02:51:00+00:00,E1
2716,Case_634,E1,2023-01-11 02:55:00+00:00,E1
2717,Case_442,A,2023-01-11 02:57:00+00:00,A
2718,Case_791,B2,2023-01-11 03:02:00+00:00,B2
2719,Case_213,A,2023-01-11 03:12:00+00:00,A
2720,Case_89,A,2023-01-11 03:18:00+00:00,A
2721,Case_442,C,2023-01-11 03:25:00+00:00,C
2722,Case_442,B1,2023-01-11 03:28:00+00:00,B1
2723,Case_442,D,2023-01-11 03:29:00+00:00,D
2724,Case_448,A,2023-01-11 03:29:00+00:00,A
2725,Case_634,E2,2023-01-11 03:33:00+00:00,E2
2726,Case_26,E2,2023-01-11 03:36:00+00:00,E2
2727,Case_6,A,2023-01-11 03:48:00+00:00,A
2728,Case_791,A,2023-01-11 03:48:00+00:00,A
2729,Case_442,B2,2023-01-11 03:51:00+00:00,B2
2730,Case_448,C,2023-01-11 03:51:00+00:00,C
2731,Case_448,D,2023-01-11 03:55:00+00:00,D
2732,Case_448,B1,2023-01-11 03:58:00+00:00,B1
2733,Case_6,C,2023-01-11 03:58:00+00:00,C
2734,Case_6,D,2023-01-11 04:01:00+00:00,D
2735,Case_6,B1,2023-01-11 04:02:00+00:00,B1
2736,Case_26,A,2023-01-11 04:04:00+00:00,A
2737,Case_791,F,2023-01-11 04:06:00+00:00,F
2738,Case_634,A,2023-01-11 04:12:00+00:00,A
2739,Case_448,B2,2023-01-11 04:20:00+00:00,B2
2740,Case_442,A,2023-01-11 04:36:00+00:00,A
2741,Case_448,A,2023-01-11 04:43:00+00:00,A
2742,Case_6,B2,2023-01-11 04:43:00+00:00,B2
2743,Case_442,E1,2023-01-11 04:50:00+00:00,E1
2744,Case_678,A,2023-01-11 04:54:00+00:00,A
2745,Case_448,E1,2023-01-11 05:08:00+00:00,E1
2746,Case_791,A,2023-01-11 05:12:00+00:00,A
2747,Case_678,C,2023-01-11 05:13:00+00:00,C
2748,Case_678,D,2023-01-11 05:17:00+00:00,D
2749,Case_678,B1,2023-01-11 05:17:00+00:00,B1
2750,Case_539,A,2023-01-11 05:22:00+00:00,A
2751,Case_205,A,2023-01-11 05:25:00+00:00,A
2752,Case_442,E2,2023-01-11 05:31:00+00:00,E2
2753,Case_919,A,2023-01-11 05:33:00+00:00,A
2754,Case_6,A,2023-01-11 05:34:00+00:00,A
2755,Case_539,C,2023-01-11 05:38:00+00:00,C
2756,Case_678,B2,2023-01-11 05:40:00+00:00,B2
2757,Case_205,C,2023-01-11 05:40:00+00:00,C
2758,Case_539,D,2023-01-11 05:42:00+00:00,D
2759,Case_205,D,2023-01-11 05:43:00+00:00,D
2760,Case_539,B1,2023-01-11 05:43:00+00:00,B1
2761,Case_205,B1,2023-01-11 05:46:00+00:00,B1
2762,Case_6,E1,2023-01-11 05:47:00+00:00,E1
2763,Case_919,C,2023-01-11 05:49:00+00:00,C
2764,Case_919,D,2023-01-11 05:51:00+00:00,D
2765,Case_919,B1,2023-01-11 05:52:00+00:00,B1
2766,Case_448,E2,2023-01-11 05:56:00+00:00,E2
2767,Case_919,B2,2023-01-11 06:08:00+00:00,B2
2768,Case_442,A,2023-01-11 06:08:00+00:00,A
2769,Case_205,B2,2023-01-11 06:13:00+00:00,B2
2770,Case_6,E2,2023-01-11 06:14:00+00:00,E2
2771,Case_448,A,2023-01-11 06:22:00+00:00,A
2772,Case_539,B2,2023-01-11 06:22:00+00:00,B2
2773,Case_874,A,2023-01-11 06:30:00+00:00,A
2774,Case_678,A,2023-01-11 06:31:00+00:00,A
2775,Case_6,A,2023-01-11 06:33:00+00:00,A
2776,Case_874,C,2023-01-11 06:48:00+00:00,C
2777,Case_874,D,2023-01-11 06:52:00+00:00,D
2778,Case_205,A,2023-01-11 06:53:00+00:00,A
2779,Case_874,B1,2023-01-11 06:53:00+00:00,B1
2780,Case_678,E1,2023-01-11 07:00:00+00:00,E1
2781,Case_919,A,2023-01-11 07:15:00+00:00,A
2782,Case_539,A,2023-01-11 07:15:00+00:00,A
2783,Case_205,E1,2023-01-11 07:19:00+00:00,E1
2784,Case_919,E1,2023-01-11 07:26:00+00:00,E1
2785,Case_678,E2,2023-01-11 07:26:00+00:00,E2
2786,Case_874,B2,2023-01-11 07:28:00+00:00,B2
2787,Case_539,E1,2023-01-11 07:36:00+00:00,E1
2788,Case_205,E2,2023-01-11 07:39:00+00:00,E2
2789,Case_678,A,2023-01-11 07:55:00+00:00,A
2790,Case_874,A,2023-01-11 07:55:00+00:00,A
2791,Case_205,A,2023-01-11 07:59:00+00:00,A
2792,Case_874,F,2023-01-11 08:05:00+00:00,F
2793,Case_919,E2,2023-01-11 08:08:00+00:00,E2
2794,Case_539,E2,2023-01-11 08:12:00+00:00,E2
2795,Case_827,A,2023-01-11 08:28:00+00:00,A
2796,Case_919,A,2023-01-11 08:29:00+00:00,A
2797,Case_447,A,2023-01-11 08:35:00+00:00,A
2798,Case_447,C,2023-01-11 08:47:00+00:00,C
2799,Case_447,D,2023-01-11 08:48:00+00:00,D
2800,Case_447,B1,2023-01-11 08:49:00+00:00,B1
2801,Case_539,A,2023-01-11 08:52:00+00:00,A
2802,Case_61,A,2023-01-11 08:55:00+00:00,A
2803,Case_827,C,2023-01-11 08:57:00+00:00,C
2804,Case_827,D,2023-01-11 08:59:00+00:00,D
2805,Case_827,B1,2023-01-11 09:03:00+00:00,B1
2806,Case_447,B2,2023-01-11 09:09:00+00:00,B2
2807,Case_61,C,2023-01-11 09:11:00+00:00,C
2808,Case_874,A,2023-01-11 09:11:00+00:00,A
2809,Case_61,B1,2023-01-11 09:13:00+00:00,B1
2810,Case_61,D,2023-01-11 09:15:00+00:00,D
2811,Case_827,B2,2023-01-11 09:35:00+00:00,B2
2812,Case_61,B2,2023-01-11 09:55:00+00:00,B2
2813,Case_950,A,2023-01-11 10:02:00+00:00,A
2814,Case_218,A,2023-01-11 10:03:00+00:00,A
2815,Case_447,A,2023-01-11 10:05:00+00:00,A
2816,Case_92,A,2023-01-11 10:10:00+00:00,A
2817,Case_61,A,2023-01-11 10:15:00+00:00,A
2818,Case_827,A,2023-01-11 10:17:00+00:00,A
2819,Case_92,C,2023-01-11 10:20:00+00:00,C
2820,Case_447,E1,2023-01-11 10:21:00+00:00,E1
2821,Case_92,D,2023-01-11 10:23:00+00:00,D
2822,Case_218,C,2023-01-11 10:24:00+00:00,C
2823,Case_218,D,2023-01-11 10:27:00+00:00,D
2824,Case_92,B1,2023-01-11 10:27:00+00:00,B1
2825,Case_218,B1,2023-01-11 10:29:00+00:00,B1
2826,Case_950,C,2023-01-11 10:31:00+00:00,C
2827,Case_950,D,2023-01-11 10:32:00+00:00,D
2828,Case_950,B1,2023-01-11 10:35:00+00:00,B1
2829,Case_827,F,2023-01-11 10:38:00+00:00,F
2830,Case_61,E1,2023-01-11 10:40:00+00:00,E1
2831,Case_218,B2,2023-01-11 10:53:00+00:00,B2
2832,Case_447,E2,2023-01-11 11:01:00+00:00,E2
2833,Case_92,B2,2023-01-11 11:01:00+00:00,B2
2834,Case_950,B2,2023-01-11 11:09:00+00:00,B2
2835,Case_61,E2,2023-01-11 11:20:00+00:00,E2
2836,Case_211,A,2023-01-11 11:20:00+00:00,A
2837,Case_447,A,2023-01-11 11:23:00+00:00,A
2838,Case_827,A,2023-01-11 11:29:00+00:00,A
2839,Case_61,A,2023-01-11 11:40:00+00:00,A
2840,Case_211,C,2023-01-11 11:45:00+00:00,C
2841,Case_218,A,2023-01-11 11:46:00+00:00,A
2842,Case_211,D,2023-01-11 11:48:00+00:00,D
2843,Case_809,A,2023-01-11 11:48:00+00:00,A
2844,Case_950,A,2023-01-11 11:52:00+00:00,A
