Case,Activity,Timestamp,Resource,Injection,org,EventID
36,application check,2023-10-02 14:24:45.103,Clerk-000002,homonymous Label(Activity:'Perform checks'),Perform checks,346
37,EVENT 13 END,2023-10-02 14:25:53.407,,,EVENT 13 END,347
36,Make decision,2023-10-02 14:37:24.013,Manager-000002,,Make decision,348
36,Notify accept,2023-10-02 14:39:44.970,Manager-000004,,Notify accept,349
38,New online application received,2023-10-02 14:52:34.683,,,New online application received,351
38,Check for completeness,2023-10-02 14:52:34.683,Clerk-000005,,Check for completeness,350
38,application check,2023-10-02 14:56:25.790,Clerk-000003,homonymous Label(Activity:'Perform checks'),Perform checks,352
38,Make decision,2023-10-02 15:07:39.216,Manager-000006,,Make decision,353
38,Notify accept,2023-10-02 15:11:47.688,Manager-000001,,Notify accept,354
38,Deliver card,2023-10-02 15:22:28.602,Manager-000005,,Deliver card,355
36,Deliver card,2023-10-02 15:22:47.009,Manager-000003,,Deliver card,356
38,EVENT 13 END,2023-10-02 15:28:07.560,,,EVENT 13 END,357
36,EVENT 13 END,2023-10-02 15:31:43.408,,,EVENT 13 END,358
40,receive information,2023-10-02 16:19:34.365,,homonymous Label(Activity:'New online application received'),New online application received,359
40,Check for completeness,2023-10-02 16:19:34.365,Clerk-000002,,Check for completeness,360
40,application check,2023-10-02 17:03:21.648,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,361
40,Make decision,2023-10-02 17:05:09.452,Manager-000005,,Make decision,362
40,notify reject,2023-10-02 17:21:50.595,Manager-000003,,notify reject,363
40,time out,2023-10-02 17:23:13.173,,,time out,364
40,EVENT 13 END,2023-10-02 17:23:23.173,,,EVENT 13 END,365
42,Check for completeness,2023-10-02 18:47:53.063,Clerk-000002,,Check for completeness,366
42,receive information,2023-10-02 18:47:53.063,,homonymous Label(Activity:'New online application received'),New online application received,367
42,Perform checks,2023-10-02 19:00:41.890,Clerk-000005,,Perform checks,368
43,Check for completeness,2023-10-02 19:09:50.801,Clerk-000003,,Check for completeness,369
43,receive information,2023-10-02 19:09:50.801,,homonymous Label(Activity:'New online application received'),New online application received,370
43,application check,2023-10-02 19:31:51.551,Clerk-000004,homonymous Label(Activity:'Perform checks'),Perform checks,371
43,Make decision,2023-10-02 19:38:31.583,Manager-000003,,Make decision,372
43,notify reject,2023-10-02 19:55:30.861,Manager-000002,,notify reject,373
44,receive information,2023-10-02 19:56:45.012,,homonymous Label(Activity:'New online application received'),New online application received,374
44,Check for completeness,2023-10-02 19:56:45.012,Clerk-000006,,Check for completeness,375
42,Make decision,2023-10-02 19:56:45.515,Manager-000006,,Make decision,376
42,send notification,2023-10-02 19:57:11.601,Manager-000001,homonymous Label(Activity:'Notify accept'),Notify accept,377
42,Deliver card,2023-10-02 20:03:30.555,Manager-000004,,Deliver card,378
42,EVENT 13 END,2023-10-02 20:06:12.137,,,EVENT 13 END,379
43,receive information,2023-10-02 20:17:24.999,,homonymous Label(Activity:'review request received'),review request received,380
43,Check for completeness,2023-10-02 20:17:34.999,Clerk-000001,,Check for completeness,381
43,request information,2023-10-02 20:26:22.569,Manager-000005,homonymous Label(Activity:'Request info'),Request info,382
44,application check,2023-10-02 20:33:25.408,Clerk-000004,homonymous Label(Activity:'Perform checks'),Perform checks,383
43,request information,2023-10-02 20:34:58.931,,homonymous Label(Activity:'info received'),info received,384
43,Check for completeness,2023-10-02 20:35:08.931,Clerk-000002,,Check for completeness,385
46,receive information,2023-10-02 20:36:30.685,,homonymous Label(Activity:'New online application received'),New online application received,386
46,Check for completeness,2023-10-02 20:36:30.685,Clerk-000001,,Check for completeness,387
43,Perform checks,2023-10-02 20:42:37.015,Clerk-000003,,Perform checks,388
43,Make decision,2023-10-02 20:42:47.958,Manager-000001,,Make decision,389
44,Make decision,2023-10-02 20:46:27.168,Manager-000002,,Make decision,390
46,application check,2023-10-02 20:50:21.127,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,391
44,Notify accept,2023-10-02 20:51:44.686,Manager-000003,,Notify accept,392
43,send notification,2023-10-02 20:55:45.022,Manager-000006,homonymous Label(Activity:'notify reject'),notify reject,393
46,Make decision,2023-10-02 20:56:50.576,Manager-000005,,Make decision,394
43,time out,2023-10-02 20:59:02.157,,,time out,395
43,EVENT 13 END,2023-10-02 20:59:12.157,,,EVENT 13 END,396
46,send notification,2023-10-02 21:04:00.031,Manager-000002,homonymous Label(Activity:'Notify accept'),Notify accept,397
44,Deliver card,2023-10-02 21:08:58.879,Manager-000001,,Deliver card,398
44,EVENT 13 END,2023-10-02 21:12:29.436,,,EVENT 13 END,399
46,Deliver card,2023-10-02 21:16:56.456,Manager-000004,,Deliver card,400
47,New online application received,2023-10-02 21:24:00.837,,,New online application received,402
47,Check for completeness,2023-10-02 21:24:00.837,Clerk-000003,,Check for completeness,401
47,request information,2023-10-02 21:25:04.834,Manager-000006,homonymous Label(Activity:'Request info'),Request info,403
47,request information,2023-10-02 21:30:03.737,,homonymous Label(Activity:'info received'),info received,404
47,Check for completeness,2023-10-02 21:30:13.737,Clerk-000004,,Check for completeness,405
46,EVENT 13 END,2023-10-02 21:31:35.866,,,EVENT 13 END,406
47,Request info,2023-10-02 21:38:14.733,Manager-000001,,Request info,407
47,request information,2023-10-02 21:40:59.029,,homonymous Label(Activity:'info received'),info received,408
47,Check for completeness,2023-10-02 21:41:09.029,Clerk-000001,,Check for completeness,409
47,application check,2023-10-02 21:41:51.370,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,410
47,Make decision,2023-10-02 21:49:00.707,Manager-000006,,Make decision,411
47,send notification,2023-10-02 21:58:57.576,Manager-000004,homonymous Label(Activity:'notify reject'),notify reject,412
47,receive information,2023-10-02 22:00:27.932,,homonymous Label(Activity:'review request received'),review request received,413
47,Check for completeness,2023-10-02 22:00:37.932,Clerk-000002,,Check for completeness,414
47,application check,2023-10-02 22:01:54.433,Clerk-000003,homonymous Label(Activity:'Perform checks'),Perform checks,415
47,Make decision,2023-10-02 22:05:31.709,Manager-000005,,Make decision,416
48,receive information,2023-10-02 22:12:43.742,,homonymous Label(Activity:'New online application received'),New online application received,417
48,Check for completeness,2023-10-02 22:12:43.742,Clerk-000005,,Check for completeness,418
47,send notification,2023-10-02 22:16:59.274,Manager-000001,homonymous Label(Activity:'notify reject'),notify reject,419
47,time out,2023-10-02 22:25:09.045,,,time out,420
47,EVENT 13 END,2023-10-02 22:25:19.045,,,EVENT 13 END,421
48,Request info,2023-10-02 22:28:02.111,Manager-000003,,Request info,422
49,receive information,2023-10-02 22:39:55.747,,homonymous Label(Activity:'New online application received'),New online application received,423
49,Check for completeness,2023-10-02 22:39:55.747,Clerk-000004,,Check for completeness,424
48,request information,2023-10-02 22:48:35.633,,homonymous Label(Activity:'info received'),info received,425
48,Check for completeness,2023-10-02 22:48:45.633,Clerk-000001,,Check for completeness,426
50,Check for completeness,2023-10-02 22:55:08.564,Clerk-000006,,Check for completeness,428
50,New online application received,2023-10-02 22:55:08.564,,,New online application received,427
48,Request info,2023-10-02 22:56:18.538,Manager-000006,,Request info,429
50,Request info,2023-10-02 22:57:49.865,Manager-000004,,Request info,430
50,request information,2023-10-02 23:08:59.836,,homonymous Label(Activity:'info received'),info received,431
50,Check for completeness,2023-10-02 23:09:09.836,Clerk-000002,,Check for completeness,432
50,Perform checks,2023-10-02 23:16:04.693,Clerk-000003,,Perform checks,433
49,Request info,2023-10-02 23:20:25.298,Manager-000002,,Request info,434
48,request information,2023-10-02 23:21:20.906,,homonymous Label(Activity:'info received'),info received,435
48,Check for completeness,2023-10-02 23:21:30.906,Clerk-000005,,Check for completeness,436
50,Make decision,2023-10-02 23:22:15.982,Manager-000005,,Make decision,437
49,info received,2023-10-02 23:23:54.056,,,info received,438
49,Check for completeness,2023-10-02 23:24:04.056,Clerk-000001,,Check for completeness,439
51,Check for completeness,2023-10-02 23:25:21.967,Clerk-000006,,Check for completeness,441
51,New online application received,2023-10-02 23:25:21.967,,,New online application received,440
49,request information,2023-10-02 23:28:06.868,Manager-000001,homonymous Label(Activity:'Request info'),Request info,442
50,Notify accept,2023-10-02 23:28:14.793,Manager-000003,,Notify accept,443
50,Deliver card,2023-10-02 23:31:07.834,Manager-000004,,Deliver card,444
49,request information,2023-10-02 23:37:13.914,,homonymous Label(Activity:'info received'),info received,445
49,Check for completeness,2023-10-02 23:37:23.914,Clerk-000002,,Check for completeness,446
51,request information,2023-10-02 23:40:21.224,Manager-000006,homonymous Label(Activity:'Request info'),Request info,447
52,New online application received,2023-10-02 23:41:02.832,,,New online application received,448
52,Check for completeness,2023-10-02 23:41:02.832,Clerk-000004,,Check for completeness,449
51,info received,2023-10-02 23:41:12.565,,,info received,450
51,Check for completeness,2023-10-02 23:41:22.565,Clerk-000003,,Check for completeness,451
48,request information,2023-10-02 23:45:49.340,Manager-000002,homonymous Label(Activity:'Request info'),Request info,452
52,application check,2023-10-02 23:47:20.295,Clerk-000001,homonymous Label(Activity:'Perform checks'),Perform checks,453
50,EVENT 13 END,2023-10-02 23:48:02.653,,,EVENT 13 END,454
52,Make decision,2023-10-02 23:56:30.737,Manager-000005,,Make decision,455
48,info received,2023-10-02 23:57:31.733,,,info received,456
48,Check for completeness,2023-10-02 23:57:41.733,Clerk-000006,,Check for completeness,457
48,request information,2023-10-03 00:01:13.483,Manager-000003,homonymous Label(Activity:'Request info'),Request info,458
49,application check,2023-10-03 00:02:08.923,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,459
49,Make decision,2023-10-03 00:02:10.455,Manager-000001,,Make decision,460
52,notify reject,2023-10-03 00:05:47.427,Manager-000006,,notify reject,461
52,review request received,2023-10-03 00:06:09.346,,,review request received,462
52,Check for completeness,2023-10-03 00:06:19.346,Clerk-000004,,Check for completeness,463
52,request information,2023-10-03 00:11:32.171,Manager-000004,homonymous Label(Activity:'Request info'),Request info,464
52,info received,2023-10-03 00:15:06.851,,,info received,465
52,Check for completeness,2023-10-03 00:15:16.851,Clerk-000001,,Check for completeness,466
52,application check,2023-10-03 00:16:17.664,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,467
48,request information,2023-10-03 00:17:06.375,,homonymous Label(Activity:'info received'),info received,468
48,Check for completeness,2023-10-03 00:17:16.375,Clerk-000002,,Check for completeness,469
48,request information,2023-10-03 00:20:13.886,Manager-000002,homonymous Label(Activity:'Request info'),Request info,470
48,request information,2023-10-03 00:24:27.163,,homonymous Label(Activity:'info received'),info received,471
48,Check for completeness,2023-10-03 00:24:37.163,Clerk-000005,,Check for completeness,472
49,notify reject,2023-10-03 00:27:48.580,Manager-000005,,notify reject,473
48,Request info,2023-10-03 00:28:59.821,Manager-000006,,Request info,474
52,Make decision,2023-10-03 00:29:02.660,Manager-000004,,Make decision,475
48,info received,2023-10-03 00:32:11.728,,,info received,476
48,Check for completeness,2023-10-03 00:32:21.728,Clerk-000004,,Check for completeness,477
52,notify reject,2023-10-03 00:37:54.583,Manager-000003,,notify reject,478
48,Perform checks,2023-10-03 00:39:07.892,Clerk-000001,,Perform checks,479
51,Request info,2023-10-03 00:39:17.379,Manager-000002,,Request info,480
49,time out,2023-10-03 00:41:24.175,,,time out,481
49,EVENT 13 END,2023-10-03 00:41:34.175,,,EVENT 13 END,482
51,info received,2023-10-03 00:46:26.071,,,info received,483
51,Check for completeness,2023-10-03 00:46:36.071,Clerk-000002,,Check for completeness,484
51,application check,2023-10-03 00:50:24.923,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,485
52,review request received,2023-10-03 00:50:58.980,,,review request received,486
52,Check for completeness,2023-10-03 00:51:08.980,Clerk-000004,,Check for completeness,487
48,Make decision,2023-10-03 00:59:40.041,Manager-000004,,Make decision,488
52,Request info,2023-10-03 00:59:50.984,Manager-000005,,Request info,489
52,info received,2023-10-03 01:09:23.893,,,info received,490
52,Check for completeness,2023-10-03 01:09:33.893,Clerk-000005,,Check for completeness,491
48,notify reject,2023-10-03 01:10:49.811,Manager-000003,,notify reject,492
51,Make decision,2023-10-03 01:14:15.715,Manager-000001,,Make decision,493
52,application check,2023-10-03 01:14:55.841,Clerk-000002,homonymous Label(Activity:'Perform checks'),Perform checks,494
52,Make decision,2023-10-03 01:19:41.229,Manager-000006,,Make decision,495
52,notify reject,2023-10-03 01:19:46.103,Manager-000002,,notify reject,496
55,Check for completeness,2023-10-03 01:23:31.507,Clerk-000001,,Check for completeness,497
55,New online application received,2023-10-03 01:23:31.507,,,New online application received,498
51,notify reject,2023-10-03 01:25:02.864,Manager-000005,,notify reject,499
51,time out,2023-10-03 01:26:55.001,,,time out,500
51,EVENT 13 END,2023-10-03 01:27:05.001,,,EVENT 13 END,501
55,request information,2023-10-03 01:28:49.137,Manager-000004,homonymous Label(Activity:'Request info'),Request info,502
52,review request received,2023-10-03 01:29:17.796,,,review request received,503
52,Check for completeness,2023-10-03 01:29:27.796,Clerk-000004,,Check for completeness,504
56,New online application received,2023-10-03 01:34:01.981,,,New online application received,505
56,Check for completeness,2023-10-03 01:34:01.981,Clerk-000006,,Check for completeness,506
56,Request info,2023-10-03 01:37:31.243,Manager-000006,,Request info,507
48,time out,2023-10-03 01:42:58.246,,,time out,508
48,EVENT 13 END,2023-10-03 01:43:08.246,,,EVENT 13 END,509
52,application check,2023-10-03 01:50:22.056,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,510
55,info received,2023-10-03 01:53:07.253,,,info received,511
55,Check for completeness,2023-10-03 01:53:17.253,Clerk-000001,,Check for completeness,512
56,request information,2023-10-03 01:54:31.717,,homonymous Label(Activity:'info received'),info received,513
56,Check for completeness,2023-10-03 01:54:41.717,Clerk-000006,,Check for completeness,514
52,Make decision,2023-10-03 01:55:11.563,Manager-000001,,Make decision,515
55,Perform checks,2023-10-03 02:03:56.832,Clerk-000004,,Perform checks,516
55,Make decision,2023-10-03 02:04:12.179,Manager-000003,,Make decision,517
55,Notify accept,2023-10-03 02:05:17.376,Manager-000004,,Notify accept,518
56,application check,2023-10-03 02:05:43.652,Clerk-000003,homonymous Label(Activity:'Perform checks'),Perform checks,519
56,Make decision,2023-10-03 02:10:22.771,Manager-000005,,Make decision,520
55,Deliver card,2023-10-03 02:19:52.697,Manager-000003,,Deliver card,521
56,Notify accept,2023-10-03 02:21:47.151,Manager-000002,,Notify accept,522
56,Deliver card,2023-10-03 02:24:38.182,Manager-000006,,Deliver card,523
52,send notification,2023-10-03 02:34:04.951,Manager-000004,homonymous Label(Activity:'notify reject'),notify reject,524
56,EVENT 13 END,2023-10-03 02:38:06.681,,,EVENT 13 END,525
52,time out,2023-10-03 02:46:08.697,,,time out,526
52,EVENT 13 END,2023-10-03 02:46:18.697,,,EVENT 13 END,527
57,Check for completeness,2023-10-03 03:00:56.688,Clerk-000005,,Check for completeness,528
57,receive information,2023-10-03 03:00:56.688,,homonymous Label(Activity:'New online application received'),New online application received,529
55,EVENT 13 END,2023-10-03 03:21:30.286,,,EVENT 13 END,530
57,Perform checks,2023-10-03 03:22:35.316,Clerk-000002,,Perform checks,531
57,Make decision,2023-10-03 03:23:29.906,Manager-000005,,Make decision,532
57,Notify accept,2023-10-03 03:25:59.935,Manager-000002,,Notify accept,533
57,Deliver card,2023-10-03 03:29:10.392,Manager-000001,,Deliver card,534
57,EVENT 13 END,2023-10-03 03:30:23.233,,,EVENT 13 END,535
59,Check for completeness,2023-10-03 06:14:45.227,Clerk-000004,,Check for completeness,536
59,New online application received,2023-10-03 06:14:45.227,,,New online application received,537
59,Request info,2023-10-03 06:23:11.527,Manager-000006,,Request info,538
59,info received,2023-10-03 06:28:04.547,,,info received,539
59,Check for completeness,2023-10-03 06:28:14.547,Clerk-000006,,Check for completeness,540
59,request information,2023-10-03 07:08:40.037,Manager-000002,homonymous Label(Activity:'Request info'),Request info,541
59,info received,2023-10-03 07:09:17.436,,,info received,542
59,Check for completeness,2023-10-03 07:09:27.436,Clerk-000003,,Check for completeness,543
59,Request info,2023-10-03 07:12:21.342,Manager-000006,,Request info,544
59,info received,2023-10-03 07:17:23.658,,,info received,545
59,Check for completeness,2023-10-03 07:17:33.658,Clerk-000005,,Check for completeness,546
59,Request info,2023-10-03 07:18:57.662,Manager-000004,,Request info,547
59,request information,2023-10-03 07:38:42.874,,homonymous Label(Activity:'info received'),info received,548
59,Check for completeness,2023-10-03 07:38:52.874,Clerk-000002,,Check for completeness,549
59,Perform checks,2023-10-03 07:44:35.910,Clerk-000005,,Perform checks,550
59,Make decision,2023-10-03 07:52:05.931,Manager-000004,,Make decision,551
62,New online application received,2023-10-03 07:55:44.576,,,New online application received,553
62,Check for completeness,2023-10-03 07:55:44.576,Clerk-000003,,Check for completeness,552
62,Request info,2023-10-03 08:02:43.350,Manager-000001,,Request info,554
59,send notification,2023-10-03 08:04:24.800,Manager-000002,homonymous Label(Activity:'Notify accept'),Notify accept,555
59,Deliver card,2023-10-03 08:10:11.580,Manager-000003,,Deliver card,556
62,request information,2023-10-03 08:10:15.876,,homonymous Label(Activity:'info received'),info received,557
62,Check for completeness,2023-10-03 08:10:25.876,Clerk-000006,,Check for completeness,558
59,EVENT 13 END,2023-10-03 08:19:05.210,,,EVENT 13 END,559
62,request information,2023-10-03 08:24:46.399,Manager-000001,homonymous Label(Activity:'Request info'),Request info,560
62,info received,2023-10-03 08:25:37.452,,,info received,561
62,Check for completeness,2023-10-03 08:25:47.452,Clerk-000002,,Check for completeness,562
62,request information,2023-10-03 08:36:25.620,Manager-000005,homonymous Label(Activity:'Request info'),Request info,563
62,info received,2023-10-03 09:01:51.356,,,info received,564
62,Check for completeness,2023-10-03 09:02:01.356,Clerk-000005,,Check for completeness,565
62,request information,2023-10-03 09:05:16.244,Manager-000002,homonymous Label(Activity:'Request info'),Request info,566
62,info received,2023-10-03 09:05:29.985,,,info received,567
62,Check for completeness,2023-10-03 09:05:39.985,Clerk-000004,,Check for completeness,568
62,Perform checks,2023-10-03 09:06:11.469,Clerk-000003,,Perform checks,569
62,Make decision,2023-10-03 09:17:26.618,Manager-000003,,Make decision,570
62,send notification,2023-10-03 09:27:27.673,Manager-000004,homonymous Label(Activity:'notify reject'),notify reject,571
63,Check for completeness,2023-10-03 09:28:25.273,Clerk-000001,,Check for completeness,572
63,New online application received,2023-10-03 09:28:25.273,,,New online application received,573
62,time out,2023-10-03 09:43:31.885,,,time out,574
62,EVENT 13 END,2023-10-03 09:43:41.885,,,EVENT 13 END,575
63,application check,2023-10-03 09:52:33.333,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,576
63,Make decision,2023-10-03 09:58:12.870,Manager-000001,,Make decision,577
63,Notify accept,2023-10-03 10:11:30.263,Manager-000006,,Notify accept,578
63,Deliver card,2023-10-03 10:13:16.690,Manager-000005,,Deliver card,579
63,EVENT 13 END,2023-10-03 10:15:37.217,,,EVENT 13 END,580
65,Check for completeness,2023-10-03 13:09:28.125,Clerk-000004,,Check for completeness,581
65,receive information,2023-10-03 13:09:28.125,,homonymous Label(Activity:'New online application received'),New online application received,582
65,Request info,2023-10-03 13:12:03.709,Manager-000004,,Request info,583
65,info received,2023-10-03 13:21:31.790,,,info received,584
65,Check for completeness,2023-10-03 13:21:41.790,Clerk-000003,,Check for completeness,585
65,Perform checks,2023-10-03 13:23:47.539,Clerk-000001,,Perform checks,586
66,receive information,2023-10-03 13:31:57.918,,homonymous Label(Activity:'New online application received'),New online application received,587
66,Check for completeness,2023-10-03 13:31:57.918,Clerk-000006,,Check for completeness,588
65,Make decision,2023-10-03 13:40:13.120,Manager-000001,,Make decision,589
65,Notify accept,2023-10-03 13:41:50.466,Manager-000006,,Notify accept,590
65,Deliver card,2023-10-03 13:47:40.518,Manager-000005,,Deliver card,591
65,EVENT 13 END,2023-10-03 13:48:33.358,,,EVENT 13 END,592
66,Perform checks,2023-10-03 14:06:38.829,Clerk-000002,,Perform checks,593
66,Make decision,2023-10-03 14:17:09.116,Manager-000002,,Make decision,594
66,send notification,2023-10-03 14:17:53.447,Manager-000003,homonymous Label(Activity:'notify reject'),notify reject,595
66,time out,2023-10-03 14:29:01.331,,,time out,596
66,EVENT 13 END,2023-10-03 14:29:11.331,,,EVENT 13 END,597
67,Check for completeness,2023-10-03 15:42:18.428,Clerk-000005,,Check for completeness,598
67,receive information,2023-10-03 15:42:18.428,,homonymous Label(Activity:'New online application received'),New online application received,599
67,Perform checks,2023-10-03 16:00:10.254,Clerk-000004,,Perform checks,600
67,Make decision,2023-10-03 16:00:20.132,Manager-000004,,Make decision,601
67,notify reject,2023-10-03 16:32:46.454,Manager-000001,,notify reject,602
67,time out,2023-10-03 16:38:43.646,,,time out,603
67,EVENT 13 END,2023-10-03 16:38:53.646,,,EVENT 13 END,604
69,receive information,2023-10-03 18:08:59.269,,homonymous Label(Activity:'New online application received'),New online application received,605
69,Check for completeness,2023-10-03 18:08:59.269,Clerk-000005,,Check for completeness,606
69,application check,2023-10-03 18:20:22.854,Clerk-000004,homonymous Label(Activity:'Perform checks'),Perform checks,607
69,Make decision,2023-10-03 18:26:56.984,Manager-000001,,Make decision,608
69,Notify accept,2023-10-03 18:30:17.155,Manager-000006,,Notify accept,609
69,Deliver card,2023-10-03 18:52:52.283,Manager-000005,,Deliver card,610
69,EVENT 13 END,2023-10-03 18:59:24.110,,,EVENT 13 END,611
70,Check for completeness,2023-10-03 18:59:43.619,Clerk-000003,,Check for completeness,612
70,receive information,2023-10-03 18:59:43.619,,homonymous Label(Activity:'New online application received'),New online application received,613
70,Perform checks,2023-10-03 19:03:42.387,Clerk-000001,,Perform checks,614
70,Make decision,2023-10-03 19:21:26.015,Manager-000002,,Make decision,615
70,notify reject,2023-10-03 19:24:17.989,Manager-000003,,notify reject,616
71,receive information,2023-10-03 19:51:33.709,,homonymous Label(Activity:'New online application received'),New online application received,617
71,Check for completeness,2023-10-03 19:51:33.709,Clerk-000006,,Check for completeness,618
71,request information,2023-10-03 19:52:01.092,Manager-000001,homonymous Label(Activity:'Request info'),Request info,619
70,review request received,2023-10-03 19:55:39.365,,,review request received,620
70,Check for completeness,2023-10-03 19:55:49.365,Clerk-000002,,Check for completeness,621
70,Perform checks,2023-10-03 20:02:14.266,Clerk-000005,,Perform checks,622
71,request information,2023-10-03 20:05:59.251,,homonymous Label(Activity:'info received'),info received,623
71,Check for completeness,2023-10-03 20:06:09.251,Clerk-000004,,Check for completeness,624
71,Request info,2023-10-03 20:06:56.430,Manager-000004,,Request info,625
70,Make decision,2023-10-03 20:14:49.624,Manager-000006,,Make decision,626
70,notify reject,2023-10-03 20:16:11.465,Manager-000005,,notify reject,627
70,time out,2023-10-03 20:25:18.848,,,time out,628
70,EVENT 13 END,2023-10-03 20:25:28.848,,,EVENT 13 END,629
71,info received,2023-10-03 20:27:27.066,,,info received,630
71,Check for completeness,2023-10-03 20:27:37.066,Clerk-000003,,Check for completeness,631
71,Request info,2023-10-03 21:00:17.604,Manager-000002,,Request info,632
71,request information,2023-10-03 21:05:43.578,,homonymous Label(Activity:'info received'),info received,633
71,Check for completeness,2023-10-03 21:05:53.578,Clerk-000001,,Check for completeness,634
71,Perform checks,2023-10-03 21:08:23.079,Clerk-000006,,Perform checks,635
71,Make decision,2023-10-03 21:14:16.007,Manager-000003,,Make decision,636
71,send notification,2023-10-03 21:25:29.309,Manager-000001,homonymous Label(Activity:'notify reject'),notify reject,637
71,time out,2023-10-03 21:31:49.833,,,time out,638
71,EVENT 13 END,2023-10-03 21:31:59.833,,,EVENT 13 END,639
72,New online application received,2023-10-03 21:46:46.157,,,New online application received,641
72,Check for completeness,2023-10-03 21:46:46.157,Clerk-000002,,Check for completeness,640
72,Perform checks,2023-10-03 22:09:39.262,Clerk-000004,,Perform checks,642
72,Make decision,2023-10-03 22:16:45.438,Manager-000006,,Make decision,643
72,send notification,2023-10-03 22:21:17.835,Manager-000005,homonymous Label(Activity:'notify reject'),notify reject,644
72,review request received,2023-10-03 22:25:44.700,,,review request received,645
72,Check for completeness,2023-10-03 22:25:54.700,Clerk-000005,,Check for completeness,646
72,Request info,2023-10-03 22:40:28.831,Manager-000004,,Request info,647
72,request information,2023-10-03 22:51:36.637,,homonymous Label(Activity:'info received'),info received,648
72,Check for completeness,2023-10-03 22:51:46.637,Clerk-000001,,Check for completeness,649
72,Perform checks,2023-10-03 23:03:04.962,Clerk-000006,,Perform checks,650
72,Make decision,2023-10-03 23:03:24.076,Manager-000003,,Make decision,651
74,New online application received,2023-10-03 23:04:29.496,,,New online application received,653
74,Check for completeness,2023-10-03 23:04:29.496,Clerk-000002,,Check for completeness,652
74,Request info,2023-10-03 23:18:08.391,Manager-000006,,Request info,654
72,send notification,2023-10-03 23:20:10.855,Manager-000004,homonymous Label(Activity:'Notify accept'),Notify accept,655
74,info received,2023-10-03 23:30:50.919,,,info received,656
74,Check for completeness,2023-10-03 23:31:00.919,Clerk-000001,,Check for completeness,657
72,Deliver card,2023-10-03 23:31:12.399,Manager-000002,,Deliver card,658
74,request information,2023-10-03 23:32:14.200,Manager-000001,homonymous Label(Activity:'Request info'),Request info,659
75,New online application received,2023-10-03 23:33:12.127,,,New online application received,660
75,Check for completeness,2023-10-03 23:33:12.127,Clerk-000006,,Check for completeness,661
72,EVENT 13 END,2023-10-03 23:37:06.199,,,EVENT 13 END,662
75,application check,2023-10-03 23:45:01.195,Clerk-000004,homonymous Label(Activity:'Perform checks'),Perform checks,663
75,Make decision,2023-10-03 23:50:51.070,Manager-000003,,Make decision,664
74,request information,2023-10-03 23:55:57.076,,homonymous Label(Activity:'info received'),info received,665
74,Check for completeness,2023-10-03 23:56:07.076,Clerk-000005,,Check for completeness,666
75,send notification,2023-10-03 23:58:39.761,Manager-000006,homonymous Label(Activity:'notify reject'),notify reject,667
75,time out,2023-10-04 00:11:22.358,,,time out,668
75,EVENT 13 END,2023-10-04 00:11:32.358,,,EVENT 13 END,669
74,request information,2023-10-04 00:15:14.697,Manager-000004,homonymous Label(Activity:'Request info'),Request info,670
76,receive information,2023-10-04 00:23:30.377,,homonymous Label(Activity:'New online application received'),New online application received,671
76,Check for completeness,2023-10-04 00:23:30.377,Clerk-000001,,Check for completeness,672
76,request information,2023-10-04 00:24:41.510,Manager-000002,homonymous Label(Activity:'Request info'),Request info,673
74,request information,2023-10-04 00:30:19.921,,homonymous Label(Activity:'info received'),info received,674
76,request information,2023-10-04 00:30:28.851,,homonymous Label(Activity:'info received'),info received,675
74,Check for completeness,2023-10-04 00:30:29.921,Clerk-000006,,Check for completeness,676
76,Check for completeness,2023-10-04 00:30:38.851,Clerk-000004,,Check for completeness,677
76,application check,2023-10-04 00:35:14.786,Clerk-000003,homonymous Label(Activity:'Perform checks'),Perform checks,678
77,Check for completeness,2023-10-04 00:41:36.729,Clerk-000001,,Check for completeness,679
77,New online application received,2023-10-04 00:41:36.729,,,New online application received,680
77,Request info,2023-10-04 00:41:53.676,Manager-000001,,Request info,681
74,Perform checks,2023-10-04 00:43:24.251,Clerk-000004,,Perform checks,682
74,Make decision,2023-10-04 00:54:39.830,Manager-000005,,Make decision,683
77,info received,2023-10-04 00:58:27.660,,,info received,684
77,Check for completeness,2023-10-04 00:58:37.660,Clerk-000002,,Check for completeness,685
76,Make decision,2023-10-04 01:00:29.140,Manager-000004,,Make decision,686
74,Notify accept,2023-10-04 01:02:27.486,Manager-000002,,Notify accept,687
76,notify reject,2023-10-04 01:09:33.675,Manager-000003,,notify reject,688
78,receive information,2023-10-04 01:15:42.521,,homonymous Label(Activity:'New online application received'),New online application received,690
78,Check for completeness,2023-10-04 01:15:42.521,Clerk-000001,,Check for completeness,689
74,Deliver card,2023-10-04 01:16:27.433,Manager-000006,,Deliver card,691
78,request information,2023-10-04 01:22:16.252,Manager-000001,homonymous Label(Activity:'Request info'),Request info,692
